,gameDuration,gameMode,gameStartTimestamp,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,puuid,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,teamPosition,timeCCingOthers,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,shortestTimeToAceFromFirstTakedown,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,defense,flex,offense,primaryStyle,secondaryStyle,primaryPerk0,primaryVar10,primaryVar20,primaryVar30,primaryPerk1,primaryVar11,primaryVar21,primaryVar31,primaryPerk2,primaryVar12,primaryVar22,primaryVar32,primaryPerk3,primaryVar13,primaryVar23,primaryVar33,secondaryPerk0,secondaryVar10,secondaryVar20,secondaryVar30,secondaryPerk1,secondaryVar11,secondaryVar21,secondaryVar31
236,1408,CLASSIC,1673899313345,0,0,3,0,0,0,1,555,0,0,2,471,471,471,6490,0,5,0,1,0,3,0,False,False,False,False,False,True,1,5958,5650,0,0,0,0,3855,3134,6691,3158,0,0,3364,14,1,4,BOTTOM,0,2,2,572,0,0,3895,0,0,0,0,0,0,0,1,0,11327,4103,7219,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,33,16,12,7,2,4,0,14,40,False,UTILITY,14,,19154,5351,0,11384,,2191,0,27,33,129,1,0,7827,1248,268,1,1,2,0,0,19,0,2,8,True,0,68,0,0,0,0,0,0,0,0,227.90086505909258,0.17684110892958355,0,4,2,0,0,0,0,0,0,18,0,0,0,0,0,,0,0,1408.8593887269662,0,253.74569994651975,0,4,0,0,0,0,0,1.4,2,0.20588235294117646,0,2,0,0,0,0,4,4,17,0,0,5,0,1,,0,0,0,1,0,6691,0,0,0,0,0,6,0,0,0,0,0,0,0,,12,17,0,0,0,6,1,2,0,7,0,0,3,0,0,0,0.0720292030212524,0,2,0,0,5,0,,0,-0.3899686932563782,0.8143318089565165,2,1,0,5002,5008,5008,8100,8400,9923,12,50,0,8126,174,0,0,8136,2,4,0,8106,3,0,0,8473,127,0,0,8242,47,0,0
237,2458,CLASSIC,1673894248603,0,0,15,0,0,0,0,223,0,0,2,482,1621,482,50797,0,11,0,0,0,1,0,False,False,False,False,False,True,4,10993,10200,0,0,0,1,3860,2010,3084,3047,3075,3068,3364,19,1,5,BOTTOM,22,3,1,341,23431,11285,33806,0,0,0,0,0,0,0,2,0,10347,3539,19448,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,50,23,9,19,2,4,0,14,39,False,UTILITY,29,,40672,14825,3400,56262,,12770,660,43,119,294,5,0,6894,0,3007,0,0,7,0,0,32,0,5,11,True,1,101,0,0,1,0,300,0,0,0,361.7735920635159,0.2666943323214637,0,11,0,0,1,0,4060.341552734375,0,0,34,0,0,0,0,0,,0,0,2458.7466550594177,0,268.2643694650234,0,10,0,0,0,0,0,1.8181818181818181,3,0.37735849056603776,0,0,0,0,1,0,5,3,13,0,1,6,1,1,,0,0,0,0,0,3084,0,0,0,0,0,17,0,0,0,0,0,4,0,,7,22,0,0,0,11,0,0,0,20,0,0,2,0,0,2,0.1088162167441252,0,0,0,0,0,1,,0,-0.6123975515365601,0.7993472200247087,5,0,0,5002,5002,5005,8400,8300,8465,3920,0,0,8463,1122,0,0,8444,2635,0,0,8242,154,0,0,8345,3,0,0,8410,86,0,0
238,1469,CLASSIC,1673822246241,0,0,3,0,0,0,3,555,0,0,2,0,682,0,7312,0,4,0,0,1,0,0,False,False,False,False,False,True,2,7355,6400,0,0,0,0,3857,6691,3117,3134,1036,1036,3364,15,2,8,BOTTOM,0,3,1,641,0,0,4952,0,4,0,0,0,0,0,1,0,15947,7428,6951,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,39,18,18,6,0,4,0,7,39,False,UTILITY,16,,23355,8736,0,12914,,2605,0,25,46,106,1,0,7408,1308,1010,0,0,3,0,0,36,0,2,15,True,0,81,0,0,0,0,0,0,0,0,356.66841266045213,0.1515351220157026,0,4,9,0,1,0,0,0,0,20,0,1,0,0,0,,0,0,1469.7234930404154,0,300.29341120279935,0,6,0,0,0,0,0,2.75,0,0.4074074074074074,0,2,0,0,0,0,6,4,15,0,0,7,0,1,,0,0,0,0,0,6691,0,0,0,0,0,11,0,0,0,0,0,0,0,,47,16,0,0,0,12,0,3,0,11,0,0,6,0,0,0,0.15768124195674071,0,0,0,0,0,0,,0,0.41069912910461426,1.4806253409753594,2,2,0,5002,5008,5008,8100,8400,9923,29,64,0,8126,345,0,0,8136,3,6,0,8106,3,0,0,8473,413,0,0,8242,38,0,0
239,1015,ARAM,1673786288149,0,0,8,0,0,0,0,86,0,0,1,0,0,0,39712,0,10,0,1,0,0,0,False,True,False,False,False,False,0,10546,9700,0,0,0,1,2051,3084,3111,3068,1057,3066,0,14,1,7,NONE,0,2,2,202,4764,1056,8708,0,0,0,1,0,0,0,0,0,14253,7719,25997,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,20,13,21,6,4,4,9,32,39,False,,18,,22679,12382,0,35873,,1097,0,12,56,268,1,0,3661,3606,1168,0,0,4,0,0,0,0,0,0,False,0,60,0,0,0,0,525,0,0,0,731.3080897055343,0.286267494569897,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1015.906557102219,0,622.885031952382,0,0,0,0,0,0,0,1.5,5,0.4838709677419355,2,5,0,0,0,0,0,0,8,0,0,1,0,1,,0,0,0,1,0,3084,0,2,0,0,0,13,0,0,0,0,0,0,0,,22,0,5,0,0,0,0,2,0,15,0,2,12,0,0,0,0.14059799651374763,0,0,0,0,0,0,,0,-1,0,0,0,0,5002,5008,5008,8000,8400,8010,323,0,0,9111,439,150,0,9105,11,20,0,8299,342,0,0,8429,52,13,13,8451,248,0,0
240,1935,CLASSIC,1673776334090,0,0,12,0,0,0,0,22,0,0,1,1365,12566,1365,10110,0,6,0,0,0,2,0,False,False,False,False,False,False,0,10108,9500,0,1,1,0,1055,1018,6672,3006,3046,1038,3340,17,1,5,BOTTOM,352,3,1,622,1471,1471,5326,0,0,1,0,1,0,0,1,0,70725,16311,13942,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,CARRY,0,14,53,8,11,3,4,2,7,39,False,BOTTOM,44,,82116,18664,0,19423,,3153,272,92,509,209,2,0,9918,882,154,1,3,5,0,0,8,0,0,4,True,0,86,0,0,0,0,300,0,0,0,578.6651441257,0.12608122953178222,0,6,3,0,2,0,272,0,0,7,0,0,0,0,0,,1,1,1935.299140821817,0,313.384479975641,0,2,0,0,0,0,0,2.8333333333333335,1,0.5151515151515151,0,1,0,0,0,0,0,0,35,0,0,0,10,2,,0,0,0,0,0,6672,0,0,0,0,0,11,0,0,0,0,0,0,0,,24,8,0,0,1,4,0,0,0,17,0,0,4,0,0,1,0.14915449403799283,0,2,0,0,0,4,,0,-0.669888436794281,0.2630111047762625,0,0,0,5002,5008,5005,8000,8300,8008,26,7,0,8009,1732,0,0,9103,27,30,0,8014,417,0,0,8345,3,0,0,8410,134,0,0
241,1405,ARAM,1673717491068,0,0,30,0,0,0,0,111,0,0,1,263,263,263,113637,0,10,0,0,0,0,0,False,True,False,False,False,False,0,14570,13300,0,0,0,2,2051,3121,6665,3111,3068,3075,2052,19,1,7,MIDDLE,42,2,1,163,18990,9348,17623,0,0,0,1,0,0,0,0,0,6138,2311,24704,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SOLO,0,51,48,32,10,4,4,3,7,39,False,,73,,25128,11659,0,42913,,7331,257,16,330,271,3,0,0,0,584,1,1,4,0,0,0,0,0,0,False,0,141,1,0,0,0,450,0,0,0,497.57900020092853,0.19619699578649377,0,10,84,0,0,0,257.5,0,0,125,0,0,0,0,0,,0,17,1405.9988222950421,0,621.8037302996701,0,25,0,0,0,0,1,3.7,7,0.6166666666666667,0,2,0,0,0,0,17,8,7,0,0,0,0,2,,0,0,0,0,0,6665,0,0,0,0,0,25,0,0,0,0,0,0,0,24.58328556113952,421,25,0,0,0,0,0,2,0,37,0,2,23,0,0,0,0.0713227913487082,0,0,3,0,0,0,,0,-1,0,0,0,0,5001,5002,5007,8400,8000,8439,815,2905,0,8401,738,0,0,8473,969,0,0,8451,342,0,0,9111,2160,370,0,9105,5,40,0
242,2092,CLASSIC,1673714992295,0,1,8,0,0,0,0,555,0,0,2,1532,1532,1532,16027,0,9,0,1,0,0,0,True,False,False,True,False,False,0,10640,9800,0,0,0,3,3857,3179,6691,3117,3814,0,3364,15,1,8,BOTTOM,0,3,2,509,0,0,13986,0,0,0,1,0,0,0,1,0,22858,8206,10883,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,54,28,24,10,4,4,1,14,39,False,UTILITY,36,,30272,10586,0,25860,,5219,0,39,78,232,1,0,7414,2380,990,2,2,11,0,0,61,0,11,26,False,0,116,0,0,0,0,375,0,0,0,303.52212759337095,0.15355185323205706,0,9,13,0,0,0,0,0,0,42,0,0,0,0,0,,0,1,2092.8041979973696,0,305.0466595481774,0,11,0,0,0,0,0,1.7777777777777777,5,0.4444444444444444,0,3,0,0,0,0,9,9,13,0,0,7,0,2,,0,0,0,1,0,6691,0,1,0,0,0,12,0,0,0,0,0,0,0,,71,38,0,0,0,15,0,14,1,16,0,0,7,0,0,0,0.09233482004524568,0,2,0,0,0,1,,0,-0.07090646028518677,1.755901410430082,11,6,0,5002,5008,5008,8100,8400,9923,37,68,0,8126,461,0,0,8136,11,30,0,8106,5,0,0,8473,1231,0,0,8242,110,0,0
243,1221,CLASSIC,1673713486692,0,0,1,0,0,0,0,555,0,0,2,720,720,720,5032,0,4,0,0,0,2,0,False,False,False,False,False,True,0,3906,3800,0,0,0,0,3855,3179,3117,0,0,0,3364,12,0,0,BOTTOM,0,0,0,641,0,0,4826,0,0,0,0,0,0,0,0,0,7686,2253,4089,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,25,12,7,1,2,4,0,14,39,False,UTILITY,11,,14147,2364,0,9748,,1559,0,19,30,93,1,0,6460,111,832,0,0,5,0,0,15,0,0,8,False,0,45,0,0,0,0,0,0,0,0,116.17232655014406,0.14972565006212551,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,,0,0,1221.2774486950227,0,191.90458758377846,0,1,0,0,0,0,0,0.25,0,0.125,0,0,0,0,0,0,1,5,10,0,0,5,0,1,,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,14,0,0,0,8,0,6,0,1,0,0,0,0,0,0,0.07097815132849045,0,0,0,1,0,0,,0,-0.5132814645767212,0.7582482392159418,0,0,1,5002,5008,5008,8100,8400,9923,9,50,0,8126,111,0,0,8136,0,0,0,8106,1,0,0,8473,395,0,0,8242,59,0,0
244,2355,CLASSIC,1673698166774,0,3,15,0,0,0,0,16,0,0,2,1346,1346,1346,10146,0,9,0,0,0,0,0,False,False,False,False,False,False,1,7870,7450,0,0,0,1,3853,6617,3158,3011,1028,3114,3364,17,0,0,BOTTOM,0,0,0,875,7769,3760,6794,0,0,0,1,0,0,0,1,0,3888,208,11454,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,58,26,24,5,2,4,0,14,39,False,UTILITY,24,,11703,4014,1057,18755,,14376,10961,4,116,326,5,0,45,45,506,0,0,6,0,0,38,0,1,16,False,1,113,0,0,0,0,0,0,0,0,102.23593170128508,0.10713906932974362,0,9,5,0,0,0,12018.6455078125,0,0,1,0,0,0,0,0,,0,3,2355.891884093672,0,200.44355719279645,0,1,0,0,0,0,0,1.6666666666666667,1,0.4411764705882353,0,0,0,0,0,0,0,4,1,0,0,0,0,1,,0,0,0,0,0,6617,0,0,0,0,0,12,0,0,0,0,0,2,0,,33,37,0,0,0,16,0,2,0,15,0,0,5,0,0,0,0.04226410604349544,0,0,0,2,0,0,,0,-0.2088300585746765,0.9809171503245792,1,0,0,5002,5008,5008,8200,8400,8214,687,983,0,8226,250,120,0,8210,9,0,0,8237,497,0,0,8473,1570,0,0,8453,1239,98,0
245,1240,CLASSIC,1673696447857,0,0,4,0,0,0,2,74,0,0,2,819,1205,819,1893,0,1,0,1,0,0,0,False,False,False,False,False,True,1,6307,6100,0,0,0,0,3853,3020,2010,3116,3802,3108,3364,10,1,2,BOTTOM,0,2,2,319,36752,9381,2076,0,0,0,0,0,0,0,0,0,2465,496,2897,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,42,39,12,2,2,4,1,14,39,False,UTILITY,10,,39408,10068,0,6185,,1238,0,44,122,12,1,0,190,190,1212,1,1,2,0,0,11,0,6,6,True,0,95,0,0,0,0,0,0,1,0,486.66703361788313,0.1029673355954493,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,,0,0,1241.2926883045643,0,304.87692989084564,0,3,0,0,0,0,0,6,1,0.42857142857142855,0,2,0,0,0,0,0,19,19,0,0,6,6,2,,0,0,0,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,0,,2,65,0,0,0,6,0,0,0,6,0,0,2,0,0,0,0.23272041848511665,0,0,0,1,0,1,,0,-0.6102232933044434,0.5428242771857903,6,6,0,5002,5008,5008,8200,8300,8229,1261,0,0,8226,250,201,0,8233,12,40,0,8237,619,0,0,8304,12,0,0,8345,3,0,0
246,1217,ARAM,1673630516515,0,0,31,0,0,0,0,25,0,0,2,1107,1107,1107,13305,0,7,0,0,0,0,0,True,False,False,False,False,False,0,11942,10400,0,0,1,1,6653,4637,3020,3157,0,0,0,13,0,4,TOP,0,0,1,311,24388,13384,15047,0,0,0,1,0,0,0,0,0,2418,1487,7687,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,58,44,19,3,2,4,3,7,39,False,,64,,27774,15839,1508,23988,,2642,200,14,79,207,4,0,967,967,1253,0,2,4,0,0,0,0,0,0,False,0,124,1,0,0,0,300,0,0,0,780.8314057872549,0.12019383382688671,0,7,2,0,0,0,1708.759033203125,0,0,33,0,0,0,0,0,,1,12,1217.101573744118,0,588.7480929503753,0,13,0,0,0,0,1,5,9,0.7,0,0,0,0,0,0,0,12,11,0,0,1,0,2,,0,0,0,0,0,6653,0,0,0,0,0,29,8,0,0,0,0,0,0,20.153979294000976,11,29,0,0,0,0,0,1,1,35,0,4,28,0,0,0,0.10989649955279007,0,0,0,0,0,0,,0,-1,0,0,0,0,5002,5008,5008,8100,8000,8128,1044,24,0,8126,1134,0,0,8138,30,0,0,8106,5,0,0,8009,5111,0,0,8014,460,0,0
247,1833,CLASSIC,1673628194909,0,0,20,0,0,0,0,74,0,0,2,1694,6498,1694,9541,0,9,0,0,0,0,0,False,False,True,False,False,False,1,9718,9620,0,0,1,0,3853,6653,3191,2421,3020,3116,3364,14,0,0,BOTTOM,0,0,0,460,40417,18410,12372,0,0,1,0,1,0,0,2,0,2753,610,10501,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,52,40,18,5,2,4,1,14,39,False,UTILITY,22,,43281,19130,0,23457,,1155,0,23,199,294,1,0,110,110,584,0,4,4,0,0,29,0,3,10,True,1,115,0,0,1,0,0,0,1,0,626.1524858845219,0.15667159083771545,0,9,4,0,1,0,0,0,0,4,0,0,0,0,0,,1,0,1833.1645609511968,0,318.08183513742574,0,1,0,0,0,0,1,2.2222222222222223,5,0.40816326530612246,0,0,0,0,0,0,0,16,9,0,0,2,9,3,,0,0,0,0,0,6653,0,0,0,0,0,20,0,0,0,0,0,0,0,,27,71,0,0,0,10,0,0,0,20,0,0,7,0,0,1,0.1514123038958041,0,2,0,4,0,0,,0,-0.46354883909225464,0.9550246765949681,3,1,0,5002,5008,5008,8200,8300,8229,1985,0,0,8226,250,237,0,8233,19,20,0,8237,806,0,0,8304,9,4,5,8345,3,0,0
248,1887,CLASSIC,1673541922764,0,0,20,0,0,0,4,555,0,0,2,800,800,800,12895,0,6,0,1,0,0,0,False,False,False,False,False,False,0,11221,10600,0,0,1,0,3857,3117,3179,6691,3814,1031,3364,16,1,8,BOTTOM,0,4,2,698,0,0,8559,0,4,0,0,0,0,0,0,0,25718,11946,10979,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,56,20,22,14,3,4,1,14,38,False,UTILITY,26,,38619,14700,0,22958,,6391,0,38,76,200,1,0,12900,2753,3418,0,2,2,0,0,42,0,6,16,True,0,112,0,0,0,0,0,0,0,0,467.23097972432004,0.17055786769198766,0,6,7,0,0,0,0,0,0,37,0.4000000059604645,0,0,0,0,,0,1,1887.7313379785085,0,356.66165686465666,0,20,0,0,0,0,0,4.666666666666667,5,0.5714285714285714,0,3,0,0,1,0,18,5,16,0,0,27,1,3,,0,0,0,1,0,6691,0,2,0,1,0,18,0,0,0,0,0,0,1,28.57425710205075,40,34,0,0,1,10,0,0,0,28,0,0,5,0,0,1,0.12795464607328033,0,0,0,2,0,1,,0,1.7083256244659424,1.3544398862988642,6,2,0,5002,5008,5008,8100,8400,9923,37,64,0,8126,523,0,0,8136,6,12,0,8106,5,0,0,8473,939,0,0,8242,54,0,0
249,1708,CLASSIC,1673538889845,0,0,7,0,0,0,0,29,0,0,1,401,1229,401,8012,0,7,0,0,0,0,0,False,False,False,False,False,True,0,7927,6800,0,0,0,0,1055,3153,3006,6670,1018,0,3340,10,0,2,BOTTOM,302,0,1,928,295,295,4264,0,4,0,0,0,0,0,0,0,42988,7631,11479,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,CARRY,0,29,27,17,7,3,4,1,7,38,False,BOTTOM,6,,47718,9252,0,17101,,1244,136,90,73,195,2,0,4434,1326,1358,0,0,6,0,0,17,0,2,8,False,0,80,0,0,0,0,300,0,0,0,324.89472051017873,0.1662232324450715,0,7,3,0,1,0,136,0,0,0,0,0,0,0,0,,0,0,1708.698522507563,0,278.3738935109717,0,0,0,0,0,0,0,1.2857142857142858,2,0.375,0,0,0,0,0,0,0,4,31,0,0,1,0,1,,0,0,0,0,0,,0,1,0,0,0,9,0,0,0,0,0,0,1,,16,9,0,0,0,8,0,2,0,9,0,0,3,0,0,0,0.1198909299399509,0,0,0,0,0,4,,0,0.3876500129699707,0.6192624645824165,2,1,0,5002,5008,5005,8000,8100,8008,4,0,0,8009,1330,0,0,9104,24,40,0,8014,170,0,0,8139,696,0,0,8135,400,4,0
250,1747,CLASSIC,1673476615033,0,0,7,0,0,0,0,82,0,0,0,0,1786,0,21208,0,8,0,0,0,0,0,False,False,False,False,False,False,0,7906,7350,0,0,0,3,1103,3116,3047,6665,0,0,3364,14,0,1,JUNGLE,0,0,1,534,43492,4928,10799,0,72,0,1,0,0,0,2,0,17460,606,13940,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,NONE,0,58,15,38,4,2,4,7,11,38,False,JUNGLE,9,,78620,5600,0,25375,,1596,0,21,211,185,1,0,17666,66,635,0,0,11,0,0,18,0,6,0,False,0,115,0,61.00000011920929,0,0,650,0,0,0,192.32312495317552,0.2754413127179104,0,8,5,0,0,0,0,0,0,15,0,0,0,0,0,,0,0,1747.2305625165366,,271.51187030940866,0,2,2,2,52.000000059604645,0,0,1,2,0.5714285714285714,0,0,,0,1,0,2,0,0,0,0,3.2000000178813934,0,1,,-42.50000002980232,0,0,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,2,,31,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0.1067735001074282,0,0,0,0,0,0,,0,-0.5887510776519775,0.6252152599097948,6,3,0,5002,5008,5005,8000,8400,8010,50,0,0,9111,540,160,0,9105,25,20,0,8299,228,0,0,8429,58,12,11,8453,617,260,0
251,2186,CLASSIC,1673473870796,0,0,10,0,0,0,0,117,0,0,2,50,3306,50,5895,0,5,0,0,0,1,0,False,False,False,False,False,False,1,8072,7050,0,0,0,1,3853,3158,2010,2065,3011,3114,3364,14,0,0,BOTTOM,0,0,0,1017,12780,1965,10630,0,0,0,0,0,0,0,2,0,7585,378,4466,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,37,41,36,7,1,4,0,14,38,False,UTILITY,17,,20475,2453,5435,15438,,1150,0,20,197,195,1,0,108,108,342,0,1,7,0,0,17,0,3,8,True,0,121,0,0,1,0,0,0,0,0,67.32090900487061,0.10069222639003259,0,5,5,0,3,0,5435.89697265625,0,0,7,0,0,0,0,0,,0,1,2186.6477508074377,0,221.4976927407624,0,2,0,0,0,0,0,2,5,0.30303030303030304,0,0,0,0,0,0,0,3,2,0,1,4,2,2,,0,0,0,0,0,2065,0,0,0,1,0,10,0,0,0,0,0,4,0,,30,31,0,0,0,8,0,1,0,10,0,0,2,0,0,1,0.025828319270610457,0,0,0,0,0,0,,0,-0.7521859407424927,0.4745897723494598,3,1,0,5002,5008,5008,8200,8300,8214,430,2181,0,8226,250,164,0,8210,2,0,0,8237,243,0,0,8345,3,0,0,8347,0,0,0
252,1205,ARAM,1673459775723,0,0,13,0,0,0,0,101,0,0,2,256,256,256,7780,0,9,0,0,0,0,0,False,False,False,False,False,False,0,11541,10400,0,0,0,2,6655,3020,4628,4645,0,0,2052,14,0,4,MIDDLE,0,0,1,269,35495,15034,11978,0,0,0,1,0,0,0,0,0,1400,45,5922,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,66,36,18,20,2,4,1,7,38,False,,13,,37414,15586,0,19373,,1480,145,23,138,235,2,0,517,506,1473,0,0,4,0,0,0,0,0,0,False,0,140,2,0,0,0,375,0,0,0,775.4379628048383,0.1461459918223901,0,9,3,0,0,0,145.00006103515625,0,0,5,0,0,0,0,0,,1,5,1206.0115364014198,0,574.1888190472991,0,2,0,0,0,0,0,1.8888888888888888,1,0.4594594594594595,0,1,0,0,2,0,0,1,2,0,0,6,0,1,,0,0,0,0,0,6655,0,0,0,0,0,12,0,0,0,0,0,0,0,21.863253328305234,24,33,0,0,0,0,0,2,0,17,0,0,13,0,0,0,0.16264183203819274,0,0,0,0,0,0,,0,-1,0,0,0,0,5002,5008,5008,8100,8000,8128,901,16,0,8126,448,0,0,8138,30,0,0,8106,5,0,0,8009,2220,0,0,8014,580,0,0
