,gameDuration,gameMode,gameStartTimestamp,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,puuid,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,teamPosition,timeCCingOthers,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,shortestTimeToAceFromFirstTakedown,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,defense,flex,offense,primaryStyle,secondaryStyle,primaryPerk0,primaryVar10,primaryVar20,primaryVar30,primaryPerk1,primaryVar11,primaryVar21,primaryVar31,primaryPerk2,primaryVar12,primaryVar22,primaryVar32,primaryPerk3,primaryVar13,primaryVar23,primaryVar33,secondaryPerk0,secondaryVar10,secondaryVar20,secondaryVar30,secondaryPerk1,secondaryVar11,secondaryVar21,secondaryVar31
64,1295,CLASSIC,1682780954573,0,2,11,0,0,0,1,1,0,0,2,3557,3557,3557,5824,0,6,0,1,0,0,0,True,False,False,False,False,False,1,8322,7800,0,0,0,0,1056,6653,3020,4645,0,0,3340,14,1,8,BOTTOM,68,3,2,530,45814,20617,5399,0,0,0,0,0,0,0,1,0,5623,2057,5900,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,53,35,19,6,2,4,3,12,54,False,UTILITY,27,0,58555,23121,440,11575,0,0,0,44,131,167,0,0,7116,446,275,0,1,0,0,0,3,0,0,2,True,0,113,0,0,0,0,0,0,0,0,1070.7872880900572,0.16377128294615106,0,5,3,0,0,0,440.4894104003906,0,0,36,0,0,0,0,0,815.4440145,2,0,1295.5553677,0,385.44781398384384,0,3,0,0,0,0,0,3.1666666666666665,0,0.34545454545454546,0,2,2,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,6653,1,1,0,0,0,15,0,0,0,0,0,0,0,,21,0,0,0,4,2,0,0,0,19,0,0,13,0,0,0,0.2360755063584067,0,1,0,5,0,1,,0,2.0395314693450928,0.14076734403445101,0,0,0,5003,5008,5008,8100,8200,8112,1336,0,0,8126,446,0,0,8138,30,0,0,8105,13,5,0,8226,250,562,0,8233,9,0,0
65,1084,ARAM,1682706372069,0,0,17,0,0,0,2,54,0,0,2,1861,1861,1861,20422,0,13,0,4,0,0,0,False,False,False,True,False,False,0,13615,12250,0,0,0,0,6655,4645,3020,3089,4630,0,2052,15,1,17,NONE,0,4,3,106,36241,27715,14570,0,0,0,0,1,0,0,0,0,4501,3453,8748,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,43,20,26,8,2,4,0,3,54,False,,28,0,40743,31169,0,23621,0,1124,0,12,198,302,1,1,0,0,302,1,3,1,0,0,0,0,0,0,True,0,97,1,0,0,0,750,0,0,0,1723.148840898387,0.19772806221034134,0,13,2,0,0,0,0,0,0,12,0,0,0,0,0,679.8839454,1,10,1085.3168662,0,752.7332408383519,0,7,0,0,0,0,1,2.6153846153846154,6,0.68,0,6,0,0,4,0,0,0,5,0,0,0,8,2,0,0,0,0,5,0,6655,0,6,0,0,0,25,0,0,0,0,0,0,0,27.527568100000053,14,0,0,0,1,0,0,2,1,34,0,0,28,0,0,0,0.29839654153855016,0,0,0,0,0,0,,0,-1,0,0,0,0,5002,5008,5008,8100,8200,8128,2033,23,0,8143,725,0,0,8138,30,0,0,8106,5,0,0,8210,26,0,0,8236,48,0,0
66,1826,CLASSIC,1682704295236,0,1,17,0,0,0,3,101,0,0,2,1845,6252,1845,6761,0,6,0,0,0,0,0,True,False,False,False,False,False,1,11819,8750,0,0,1,0,3853,6655,4645,3020,1058,0,3364,15,1,7,BOTTOM,0,3,1,570,60502,26701,3564,0,4,0,0,1,0,0,3,0,2780,942,10981,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,91,47,22,29,3,4,0,11,54,False,UTILITY,34,0,64297,28659,0,16111,0,0,0,28,187,176,0,0,1015,1015,1566,0,3,4,0,0,28,0,1,13,True,0,189,0,0,1,0,0,0,1,0,941.6576693673582,0.14169298784393644,0,6,0,0,1,1,0,0,0,17,0,0,0,0,0,981.6519771999999,0,0,1826.1057498,0,388.35700348072476,0,7,0,0,0,0,0,4,5,0.48,0,2,0,0,0,0,0,8,2,0,0,22,0,5,0,-65.70000010728836,0,0,0,0,6655,0,0,0,0,0,21,0,0,0,0,0,0,1,,8,58,0,0,0,13,0,0,0,24,0,0,11,0,0,1,0.22416023667902893,0,0,0,1,0,0,,0,16.993568420410156,0.9267480459376923,1,0,0,5002,5008,5008,8300,8200,8369,1060,854,0,8304,7,3,0,8345,3,0,0,8347,0,0,0,8226,250,815,0,8237,959,0,0
67,961,ARAM,1682612429902,0,0,21,0,0,0,0,45,0,0,2,88,88,88,8818,0,12,0,0,0,2,0,True,False,False,False,False,False,0,10411,10300,0,0,0,1,6655,3020,3089,3145,1058,0,2052,12,0,8,NONE,0,2,1,162,34545,21093,9864,0,0,0,1,0,0,0,0,0,1446,639,10423,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,61,35,20,3,1,4,1,3,54,False,,21,0,36813,22554,0,21043,0,775,0,23,46,264,1,0,821,821,755,0,0,4,0,0,0,0,0,0,False,0,119,1,0,0,0,450,0,0,0,1407.9898439881747,0.1549098952129284,0,12,9,0,0,0,0,0,0,17,0,0,0,0,0,,0,12,961.1309506,0,649.9800032945687,0,5,0,0,0,0,0,2.4166666666666665,8,0.7837837837837838,0,0,0,0,4,0,0,22,12,0,0,0,0,2,0,0,0,0,0,0,6655,0,2,0,0,0,17,0,0,0,0,0,0,0,11.046779999999984,49,51,0,0,1,0,0,2,0,29,0,2,28,0,0,0,0.23219841744586148,0,0,0,0,0,0,,0,-1,0,0,0,0,5002,5008,5008,8100,8000,8128,1205,21,0,8126,586,0,0,8138,30,0,0,8106,5,0,0,8009,2813,0,0,8014,601,0,0
68,1497,CLASSIC,1682526583521,0,0,4,0,0,0,1,141,2,0,0,0,2071,0,21252,0,9,0,0,0,0,0,False,False,False,False,False,False,0,9222,8600,0,0,0,3,1103,3158,3071,6630,3133,0,3340,9,0,6,JUNGLE,0,2,1,244,647,647,4032,0,64,0,1,0,0,0,1,0,73604,7804,28512,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,NONE,0,77,35,27,8,3,4,7,11,54,False,JUNGLE,4,57,91236,8964,0,37498,0,8627,0,19,187,207,1,0,16984,512,4954,0,0,9,0,0,5,0,0,3,False,0,147,0,43,0,0,750,0,0,0,359.22960151142,0.3648434851540592,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1497.3229171,,369.5769358134003,0,0,2,0,40.000000059604645,0,0,1.1111111111111112,0,0.35714285714285715,0,1,,0,2,0,0,0,1,0,0,4.000000029802322,0,1,0,-40.50000008940697,0,0,0,0,6630,0,0,0,0,0,6,0,0,0,0,0,0,1,,13,0,0,0,2,3,0,6,0,10,0,0,3,0,0,0,0.16210863774762027,0,0,0,0,0,0,,0,-0.5967568159103394,0.23241059975732842,0,0,0,5002,5008,5008,8000,8300,8010,0,0,0,9111,701,200,0,9105,16,30,0,8299,194,0,0,8304,10,3,0,8347,0,0,0
69,957,CLASSIC,1682525125918,0,0,0,0,0,0,1,555,0,0,3,0,0,0,2497,0,2,1,0,0,0,0,False,False,False,False,False,True,0,4582,3875,0,0,0,0,3855,2003,3179,3117,0,0,3364,11,0,3,NONE,0,2,1,629,0,0,3401,0,0,0,0,0,0,0,0,0,4860,1733,1763,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,23,6,6,3,0,4,0,14,54,False,UTILITY,6,0,11023,2309,0,5513,0,1135,0,25,25,37,1,0,6162,576,348,0,0,2,0,0,14,1,3,8,False,0,38,0,0,0,0,300,0,0,1,144.71565787929947,0.12852480627184257,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,,0,0,957.7053579999999,0,287.0929628337738,0,1,0,0,0,0,0,1.5,0,0.25,0,0,0,0,0,0,1,5,16,0,0,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,,0,9,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0.10708792297035007,0,0,0,0,0,0,,0,-0.4127921462059021,0.9030361983114439,3,3,0,5002,5008,5008,8100,8400,9923,13,72,0,8126,91,0,0,8136,3,6,0,8106,3,0,0,8473,139,0,0,8242,21,0,0
70,1659,CLASSIC,1682351643534,0,0,11,0,0,0,3,101,0,0,2,2143,4425,2143,5690,0,2,0,1,0,1,0,False,False,False,False,False,False,2,8865,7500,0,0,1,0,1056,3020,6655,4645,0,0,3340,12,1,3,MIDDLE,0,3,2,737,73757,10146,1211,0,0,0,0,1,0,0,1,0,9198,463,8541,3,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SOLO,0,99,43,13,12,2,4,2,12,54,False,MIDDLE,12,0,84951,11125,0,11487,0,224,0,110,163,54,1,0,1995,515,1734,1,3,3,0,0,19,0,2,9,True,0,167,0,0,0,0,0,0,0,0,402.18861513215506,0.1263071433368895,0,2,0,0,1,0,0,0,0,6,0,0,0,0,0,,1,0,1659.6766337,0,320.4915659356071,0,3,0,0,0,0,0,7,6,0.3181818181818182,0,0,0,0,0,0,0,7,46,0,0,2,0,2,0,0,0,0,1,0,6655,0,1,0,0,0,10,0,0,0,0,0,0,0,,6,39,0,0,0,9,0,4,0,14,0,0,2,0,0,0,0.1295806307870321,0,2,0,0,5,4,,0,0.30452466011047363,0.7040702015515227,2,0,0,5003,5008,5008,8300,8200,8369,541,467,0,8304,11,1,5,8345,3,0,0,8347,0,0,0,8226,250,824,0,8237,630,0,0
71,1708,CLASSIC,1682259813760,0,0,5,0,0,0,0,161,0,0,2,1207,2854,1207,5965,0,8,0,1,0,0,0,False,False,False,False,False,False,0,7860,7450,0,0,0,3,3853,3191,3108,2421,3020,6653,3364,14,1,4,BOTTOM,0,4,2,424,34025,14043,7337,0,4,0,1,0,0,0,1,0,2820,308,7583,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,101,42,18,4,3,4,0,7,54,False,UTILITY,20,0,39864,16020,0,15360,0,0,0,23,171,247,0,0,3017,1669,439,0,0,11,0,0,38,0,4,17,False,0,165,0,0,0,0,450,0,1,0,562.3860883128382,0.13780017431916175,0,8,4,0,0,0,0,0,0,10,0,0,0,0,0,770.3101587,0,0,1709.2109234,0,275.9493107109609,0,2,0,0,0,0,0,1.125,0,0.375,0,0,0,0,1,1,2,14,3,0,0,0,0,1,0,0,0,0,1,0,6653,0,1,0,0,0,4,0,0,0,0,0,0,1,,20,55,0,0,2,17,0,0,0,9,0,0,4,0,0,0,0.24238480938558973,0,2,0,4,0,0,,0,-0.2791920304298401,1.3634831809077401,4,2,1,5002,5008,5008,8200,8300,8229,1449,0,0,8226,250,338,0,8210,1,0,0,8237,613,0,0,8345,3,0,0,8347,0,0,0
72,1312,ARAM,1682198272010,0,0,16,0,0,0,0,122,0,0,0,888,888,888,45383,0,16,0,0,0,0,0,False,False,False,False,False,False,1,11520,10300,0,0,1,1,3105,2031,3111,6630,6333,3211,2052,16,0,2,MIDDLE,0,0,1,131,0,0,23073,0,0,0,1,0,0,0,0,0,16933,7276,11072,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SOLO,0,38,20,20,4,2,4,0,3,53,False,,15,0,17510,7853,0,37252,0,3196,0,14,48,420,1,0,577,577,3106,1,2,4,0,0,0,0,0,0,False,0,82,0,0,0,0,0,0,0,0,358.8752101177786,0.244002607255866,0,16,6,0,0,0,0,0,0,13,0,0,0,0,0,,1,5,1313.04929,0,526.4320507486433,0,6,0,0,0,0,0,1.125,3,0.33962264150943394,0,0,0,0,1,0,6,0,8,0,0,0,0,2,0,0,0,0,0,0,6630,0,0,0,0,0,14,0,0,0,0,0,0,0,12.334916600000042,37,0,0,0,0,0,0,2,1,18,0,1,12,0,0,0,0.06067723561621542,0,0,0,0,0,0,,0,-1,0,0,0,0,5002,5008,5005,8000,8400,8010,0,0,0,9111,570,180,0,9105,8,20,0,8299,374,0,0,8473,664,0,0,8242,146,0,0
73,2442,CLASSIC,1682195526994,0,0,12,0,0,0,0,101,0,0,3,211,211,211,4607,0,7,1,0,0,5,0,True,False,False,False,False,True,1,10995,10075,0,0,0,1,3853,6655,4645,3020,1058,1058,3364,17,0,3,BOTTOM,0,0,1,899,51617,24255,2552,0,0,0,1,0,0,0,2,0,2091,203,14807,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,98,43,16,18,2,4,0,3,53,False,UTILITY,21,0,54963,25561,0,17818,0,276,0,23,107,215,1,0,1254,1102,458,0,0,7,0,0,35,1,0,19,False,0,175,0,0,0,0,375,0,1,1,627.8238301577492,0.10186359882659082,0,7,6,0,0,0,0,0,0,8,0,0,0,0,0,902.5062474,0,0,2442.8281764999997,0,270.0572489615092,0,3,0,0,0,0,0,2.142857142857143,0,0.4411764705882353,0,0,0,0,2,0,0,8,1,0,0,0,0,2,0,0,0,0,0,0,6655,0,0,0,0,0,14,0,0,0,0,0,0,0,,38,46,0,0,0,18,0,0,0,15,0,0,5,0,0,0,0.1930153738672647,0,2,0,0,5,0,,0,0.1840451955795288,0.8829093687092204,0,0,0,5002,5008,5008,8300,8200,8369,1239,989,0,8304,10,3,0,8345,3,0,0,8347,0,0,0,8226,250,688,0,8237,1028,0,0
74,896,ARAM,1682151064829,0,0,25,0,0,0,0,16,0,0,1,0,0,0,8558,0,3,0,0,0,0,0,False,False,False,False,False,False,0,9016,8550,0,0,0,1,6617,3070,3158,3083,1058,1028,2052,12,0,1,NONE,0,0,1,375,17444,9448,5087,0,0,0,1,0,0,0,0,0,1556,355,7439,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,73,29,27,4,2,4,0,3,53,False,,55,0,19832,10635,338,14054,0,12931,6727,9,293,82,5,0,831,831,1527,0,0,4,0,0,0,0,0,0,False,2,133,0,0,0,0,0,0,0,0,711.3714979549003,0.2178410957638488,0,3,6,0,0,0,7066.322265625,0,0,12,0,0,0,0,0,,0,1,897.0133444999999,0,603.1326190738738,0,2,0,0,0,0,0,8.666666666666666,5,0.896551724137931,0,0,0,0,1,0,0,18,4,0,0,0,0,2,0,0,0,0,0,0,6617,0,0,0,0,0,20,0,0,0,0,0,0,0,,35,51,0,0,0,0,1,0,0,26,0,0,26,0,0,0,0.16423608645425716,0,0,0,0,0,0,,0,-1,0,0,0,0,5002,5008,5008,8200,8400,8214,1052,273,0,8226,250,459,0,8210,8,0,0,8237,780,0,0,8473,298,0,0,8453,1679,241,0
75,1051,ARAM,1681834642128,0,0,13,0,0,0,0,34,0,0,2,0,0,0,11607,0,13,0,3,0,0,0,False,False,False,False,False,False,1,12904,12500,0,0,0,2,6653,3020,3040,4637,1026,4630,2052,18,1,15,NONE,0,3,3,193,34449,17916,8446,0,0,0,1,0,0,0,0,0,1301,636,21263,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,62,24,18,38,2,4,0,13,53,False,,43,,37715,20516,0,32672,,605,0,22,350,322,1,1,1964,1964,2962,0,0,4,0,0,0,0,0,0,False,0,142,2,0,0,0,900,0,0,0,1170.3640046416876,0.17380704930245952,0,13,29,0,0,0,0,0,0,59,0,0,0,0,0,,0,11,1051.8251051,0,736.1247682380974,0,10,0,0,0,0,0,2.1538461538461537,10,0.56,0,1,0,0,7,0,0,9,16,0,0,2,0,0,,0,0,0,4,0,6653,0,0,0,0,0,20,0,0,0,0,0,0,0,25.107022400000005,146,18,0,0,0,0,0,0,0,28,0,4,27,0,0,0,0.20178197099722325,0,0,0,0,0,0,,0,-1,0,0,0,0,5002,5008,5008,8100,8000,8128,1309,23,0,8126,1092,0,0,8138,30,0,0,8135,450,5,0,8009,4579,0,0,8014,821,0,0
76,1922,CLASSIC,1681669070453,0,0,12,0,0,0,0,101,0,0,2,947,3234,947,4585,0,7,0,0,0,1,0,False,False,False,False,False,False,0,9337,8750,0,0,1,0,3853,3020,2010,6655,4645,1058,3364,15,0,3,BOTTOM,0,0,1,399,29963,13662,7852,0,0,0,0,0,0,0,0,0,2134,501,6045,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,75,33,11,11,3,4,0,3,53,False,UTILITY,13,,32758,14824,0,14303,,754,0,16,78,193,1,0,660,660,404,1,1,2,0,0,33,0,3,15,True,0,130,0,0,0,0,0,0,1,0,462.74661703685695,0.12439979051735756,0,7,1,0,2,0,0,0,0,5,0,0,0,0,0,881.3426598,2,0,1922.1730625,0,291.4680890628702,1,2,0,0,0,0,0,2.142857142857143,2,0.2777777777777778,0,2,0,0,0,0,0,8,3,0,0,0,0,1,,0,0,0,0,0,6655,0,1,0,1,0,14,0,0,0,0,1,0,0,42.13495949999992,11,32,0,0,0,15,0,0,0,15,0,0,3,0,0,0,0.11908673650557387,0,2,0,0,5,0,,0,-0.26233339309692383,1.0481544202238195,3,2,0,5002,5008,5008,8300,8200,8369,720,615,0,8304,11,1,5,8345,3,0,0,8347,0,0,0,8226,250,514,0,8237,803,0,0
77,1996,CLASSIC,1680034533186,0,0,22,0,0,0,1,101,0,0,2,1246,7375,1246,6982,0,3,0,1,1,0,0,False,True,False,False,False,True,3,12883,12350,0,0,0,0,3853,3020,6655,4645,3089,4630,3364,17,2,8,BOTTOM,0,4,2,996,66175,31413,8762,0,12,0,0,0,0,0,7,0,3457,595,7242,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,92,48,26,22,3,4,1,3,53,False,UTILITY,32,,71264,33442,0,16931,,3760,0,32,166,103,1,0,1631,1433,925,1,1,3,0,0,41,0,3,16,True,0,188,0,1,1,0,0,0,1,0,1004.9058340718644,0.13609903848354854,0,3,2,0,2,0,0,0,0,16,0,0,0,0,0,,1,2,1996.7274333999999,0,387.12893112056446,0,8,0,0,0,0,0,10,2,0.7692307692307693,0,2,0,0,1,0,0,6,8,0,0,8,0,3,,0,0,0,1,0,6655,0,0,0,0,0,26,0,0,0,0,0,0,1,,16,55,0,0,0,16,0,2,1,30,1,0,10,0,0,1,0.2566692315106751,0,0,0,3,0,1,,0,1.1849539279937744,1.2575980240716593,3,1,0,5002,5008,5008,8300,8200,8369,1541,1117,0,8304,8,1,5,8345,3,0,0,8347,0,0,0,8226,250,750,0,8237,936,0,0
78,934,CLASSIC,1680033035077,0,0,6,0,0,0,1,101,0,0,2,349,349,349,1143,0,2,0,0,0,0,0,False,False,False,False,False,True,1,4979,3750,1,0,0,0,3853,3802,3020,1026,0,0,3364,11,0,3,NONE,0,0,1,419,12554,6029,48,0,0,0,0,0,0,0,0,0,1089,172,3730,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,36,19,5,8,0,4,2,12,53,False,UTILITY,13,,13643,6201,0,3805,,0,0,3,79,31,0,0,0,0,26,0,0,3,0,0,9,0,0,5,False,0,68,0,0,0,0,0,0,1,0,397.97907675166726,0.10054223738898066,0,2,5,0,0,0,0,0,0,4,0,0,0,0,0,,0,0,934.9160376,0,319.58820123851626,0,2,0,0,0,0,0,4.5,2,0.8181818181818182,0,3,0,0,0,0,0,1,1,0,0,0,0,1,,0,0,0,0,0,,0,0,0,0,0,9,0,0,0,0,0,0,0,,28,4,0,0,0,5,0,0,0,9,0,0,9,0,0,0,0.25541968390968706,0,0,0,2,0,0,,0,-0.4596787095069885,0.5818851794568017,0,0,0,5001,5008,5008,8200,0,8229,592,0,0,8226,250,248,0,8210,0,0,0,8236,8,0,0,8138,18,0,0,8105,6,2,0
79,1814,CLASSIC,1680020487330,0,0,2,0,0,0,0,45,0,0,3,1512,1512,1512,13711,0,6,0,0,0,3,0,False,False,False,False,False,False,0,8998,8425,0,0,0,1,1056,6657,3003,3020,2055,1058,3340,16,2,4,MIDDLE,0,2,1,937,64003,12658,8095,0,0,0,1,0,0,0,0,0,9261,1040,15531,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SOLO,0,109,33,22,6,1,4,5,12,53,False,MIDDLE,19,,75409,14304,0,25830,,2518,0,129,91,229,1,0,2145,605,2203,1,1,7,0,0,16,1,0,9,False,0,170,0,0,0,0,0,0,0,0,472.9128938880808,0.21820722503152443,0,6,1,0,0,0,0,0,0,12,0,0,0,0,0,,0,0,1814.9057369999998,0,297.49675876348283,0,2,0,0,0,0,0,1,0,0.2727272727272727,0,1,0,0,1,0,0,16,58,0,0,9,0,2,,0,0,0,0,0,6657,0,0,0,0,0,4,0,0,0,0,0,0,0,,8,61,0,0,2,9,0,0,0,6,0,0,2,1,0,0,0.17934871934814683,0,1,0,0,0,5,,0,0.2283022403717041,0.5562266297289178,0,0,0,5003,5008,5007,8300,8200,8369,627,514,0,8304,12,0,0,8345,3,0,0,8347,0,0,0,8226,250,347,0,8210,8,0,0
80,1835,CLASSIC,1680018104177,0,0,1,0,0,0,0,9,0,0,1,506,8664,506,15503,0,10,0,0,0,0,0,False,False,False,False,False,True,0,7643,7450,0,0,0,1,3108,3191,0,3152,3020,2421,3330,11,0,0,JUNGLE,0,0,0,683,84864,1246,16015,0,102,0,0,0,0,0,2,0,13103,210,18602,0,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,NONE,0,7,70,26,3,1,4,7,11,53,False,JUNGLE,8,,125909,1678,0,35012,,14772,0,11,266,323,1,0,27941,221,395,1,1,8,0,0,19,0,0,0,False,0,106,0,67,0,0,0,0,0,0,54.84282269647138,0.2238285661302978,0,9,4,0,0,0,0,0,0,4,2,0,0,0,0,,0,0,1836.0025977999999,,249.80253091836067,0,0,2,1,44.000000059604645,0,0,0.1,0,0.045454545454545456,0,0,,0,0,0,0,0,0,0,0,0,0,0,,-45.00000008940697,0,0,0,0,3152,0,0,0,0,0,1,0,0,0,0,1,0,2,,25,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.018083199206976815,0,1,0,0,5,0,,0,-0.2055656909942627,0.6354825371758133,0,0,0,5002,5008,5008,8300,8100,8369,112,105,0,8313,0,0,0,8321,5,0,0,8347,0,0,0,8126,24,0,0,8106,1,0,0
