,gameDuration,gameMode,gameStartTimestamp,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,puuid,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,teamPosition,timeCCingOthers,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardTimeCoverageInRiverOrEnemyHalf,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earliestDragonTakedown,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,highestChampionDamage,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,teleportTakedowns,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,defense,flex,offense,primaryStyle,secondaryStyle,primaryPerk0,primaryVar10,primaryVar20,primaryVar30,primaryPerk1,primaryVar11,primaryVar21,primaryVar31,primaryPerk2,primaryVar12,primaryVar22,primaryVar32,primaryPerk3,primaryVar13,primaryVar23,primaryVar33,secondaryPerk0,secondaryVar10,secondaryVar20,secondaryVar30,secondaryPerk1,secondaryVar11,secondaryVar21,secondaryVar31
253,1382,CLASSIC,1665762860079,,,1,,0,7,0,142,0,,6,0,2071,0,6258,,2,2,0,0,,,False,False,False,False,False,True,,6462,6100,,0,0,0,6655,3020,1056,3145,0,0,3340,13,1,4,MIDDLE,0,3,1,1116,27707,9238,2758,,0,0,0,0,0,0,,0,10807,458,7083,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,97,5,38,14,1,14,1,4,85,False,MIDDLE,36,,48621,11720,0,11316,,1397,0,93,150,41,1,0,10106,2023,1474,0,0,5,0,,14,2,1,9,False,0,154,0,0,0,0,0,0,0,0.19810114699883127,2,508.48027051107147,0.12368106592430897,0,2,0,0,0,,0,0,0,0,18,0,0,0,0,0,,,0,0,1383.0239084535688,0,280.3794864520546,0,,0,0,0,0,0,0,2.5,0,0.3333333333333333,0,2,0,0,2,0,0,4,50,0,0,0,27,0,2,,-95.00000002980232,0,0,0,0,6655,0,1,0,0,0,2,1,0,0,0,0,0,0,0,33,39,0,0,3,5,0,0,0,5,0,0,3,0,0,0,0.22422461812381705,0,0,,0,0,0,0,,0,1.3060295581817627,0.6434881301774912,1,1,0,5003,5008,5005,8100,8300,8112,215,0,0,8139,580,0,0,8138,10,0,0,8135,270,3,0,8316,387,0,0,8347,0,0,0
254,1691,CLASSIC,1665153548263,,,0,,0,28,0,498,0,,3,2438,2438,2438,6328,,6,1,1,0,,,False,False,False,False,False,False,,8978,8725,,0,0,1,3006,6671,3046,1038,1055,0,3340,14,2,7,BOTTOM,315,3,3,844,402,402,6707,,0,0,1,0,0,0,,0,49631,10670,7418,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,CARRY,0,34,16,20,4,3,7,3,4,85,False,BOTTOM,11,,50033,11072,0,14519,,1189,178,116,11,197,2,1,0,0,393,0,1,8,0,,8,1,0,6,False,0,74,0,0,0,0,150,0,0,0.03734145474408403,1,392.84075416117565,0.12389158814189492,0,6,17,0,0,,0,178,0,0,9,0,0,0,0,0,,,0,0,1691.1745984860925,0,318.5576821213592,0,,2,0,0,0,0,0,1.1666666666666667,0,0.5384615384615384,0,0,0,0,4,0,0,9,42,1,0,0,35,0,1,,-120.00000005960464,0,0,2,0,6671,0,2,0,0,0,5,1,0,0,0,0,0,0,0,100,45,0,0,2,5,1,2,0,7,0,0,3,0,0,0,0.2097910449959416,0,1,,0,2,0,0,,0,-0.18861430883407593,0.3050455899409734,0,0,0,5002,5008,5005,8000,8300,8008,3,0,0,8009,977,0,0,9103,0,0,0,8014,280,0,0,8304,10,3,0,8345,3,0,0
255,973,ARAM,1665003424311,,,23,,0,7,4,84,0,,1,571,571,571,12221,,4,0,3,0,,,True,False,True,False,False,False,,12688,10350,,0,0,0,3157,3152,4645,0,0,3020,0,12,3,15,NONE,0,4,4,324,35884,24033,7530,,0,0,0,1,0,0,,0,2429,2093,6255,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,1,SUPPORT,0,69,17,52,12,4,14,3,4,85,False,,0,,39560,27373,0,15404,,3133,0,20,81,114,1,1,1246,1246,1618,0,2,0,0,,0,0,0,0,True,0,150,1,0,0,0,150,0,0,,0,1687.274333022383,0.21029299788403144,0,4,0,0,0,,1,0,0,0,0,0,0,0,0,0,,443.5524464,1,10,973.4230216999999,0,782.088819297903,0,,0,0,0,0,0,1,9.5,10,0.6440677966101694,0,5,0,0,0,0,0,18,9,1,0,0,5,0,3,,-20,1,0,5,0,3152,0,10,0,0,0,23,,0,0,1,0,0,0,0,17,51,0,0,3,0,0,0,0,38,2,0,34,0,0,0,0.24105827678335764,0,0,,0,0,0,0,,0,-1,0,0,0,0,5002,5008,5008,8000,8100,8010,573,0,0,8009,983,0,0,9105,4,50,0,8014,1132,0,0,8139,868,0,0,8135,550,5,0
256,2645,CLASSIC,1664983830111,,,14,,0,43,2,711,0,,6,7275,12579,7275,27258,,5,1,4,0,,,True,False,False,False,False,False,,18892,17225,,0,3,2,6655,3157,4645,3165,3135,3020,3340,24,3,20,MIDDLE,0,8,2,1284,219847,64957,10350,,0,0,0,1,0,0,,0,12130,1909,20933,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,171,42,63,44,6,14,5,4,85,False,MIDDLE,68,,243206,71401,0,34734,,6178,0,208,986,256,1,0,11227,4533,3450,1,5,7,0,,35,1,2,16,True,0,320,0,0,0,0,750,0,0,0.17693379913600987,1,1619.2482117526638,0.1485848765366343,0,5,18,0,2,1118.21101,0,0,0,0,83,0,0,0,0,0,,,0,1,2645.7211362999997,0,428.4446101990723,0,1,15,0,0,0,0,0,6.8,2,0.68,0,4,0,0,1,0,0,5,56,0,1,1,3,7,2,,-113.00000008940697,0,0,4,1,6655,0,2,0,0,0,23,1,0,0,0,0,0,0,0,139,151,0,0,3,15,1,0,0,34,1,1,6,0,0,0,0.38067420817747255,0,0,,0,0,0,0,,0,0.8644833564758301,0.7963713629274569,2,2,0,5002,5008,5007,8100,8200,8112,2915,0,0,8139,1651,0,0,8138,30,0,0,8134,20,5,0,8226,250,1758,0,8210,38,0,0
257,2285,CLASSIC,1664981064254,,,17,,0,4,0,711,0,,5,1728,5052,1728,16108,,8,2,0,0,,,False,False,True,False,False,False,,12092,10350,,0,2,0,3853,2421,3041,6655,3020,4645,3364,19,1,9,BOTTOM,0,5,1,988,56049,20807,13846,,4,0,0,0,0,0,,0,7199,1767,10596,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,76,19,45,22,2,14,4,4,85,False,UTILITY,28,,63496,22822,0,25449,,2033,0,36,285,311,1,0,248,248,1006,0,1,1,0,,25,2,1,11,True,0,162,0,4,1,0,0,0,1,0.22168501877515262,2,599.1045526379861,0.1574389341148229,0,7,1,0,1,1309.8712739589591,0,0,0,0,26,0,0,0,0,0,,853.4544378720719,0,0,2285.6947927041597,0,317.43929165586167,0,,7,0,0,0,0,0,3.25,0,0.4262295081967213,0,2,0,0,1,0,0,13,2,1,0,0,0,3,3,,-113.00000005960464,0,0,0,0,6655,0,4,0,0,0,20,1,0,0,0,0,0,0,0,41,60,0,0,3,9,0,0,0,26,1,0,7,0,0,2,0.1482410688415082,0,1,,0,4,0,0,,0,-0.4382084608078003,0.6668657764613963,1,0,0,5002,5008,5007,8100,8200,8112,1434,0,0,8139,910,0,0,8138,30,0,0,8134,20,5,0,8226,250,497,0,8210,23,0,0
258,1737,CLASSIC,1664902466596,,,7,,0,14,0,112,0,,6,3159,5953,3159,8241,,3,2,2,0,,,False,False,False,False,False,True,,13162,12000,,0,1,0,6655,3157,4645,1056,3020,4630,3340,18,1,9,MIDDLE,0,6,2,830,104308,23120,10899,,16,0,0,0,0,0,,0,7091,558,2484,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,66,23,85,25,3,14,3,4,85,False,MIDDLE,20,,114286,25085,0,13727,,836,0,172,173,125,1,0,2886,1406,342,2,3,1,0,,28,2,3,9,True,0,199,0,8,1,0,0,1,0,0.6277479799259259,2,866.3047234249833,0.11793229351803029,0,3,0,0,0,,0,0,0,0,8,4,0,0,0,0,,865.7564013,0,0,1737.4321788,0,454.5525450642126,0,,4,0,0,0,0,0,5.333333333333333,8,0.42105263157894735,0,2,0,0,1,0,0,11,58,0,0,0,36,0,1,,-97.50000002980232,0,0,2,0,6655,0,1,0,0,0,14,1,0,0,0,0,0,0,1,12,90,0,0,0,7,0,0,0,16,1,0,2,0,0,1,0.25396763565750163,0,1,,0,3,0,0,,0,1.0442094802856445,0.9833922102719908,3,2,0,5003,5008,5005,8300,8200,8369,861,683,0,8304,10,3,0,8345,3,0,0,8347,0,0,0,8226,250,1055,0,8210,22,0,0
259,1944,CLASSIC,1664899937061,,,10,,0,23,6,142,0,,3,2668,2668,2668,9668,,2,1,0,0,,,False,False,False,False,False,False,,13110,9625,,0,0,0,4645,2421,1056,3020,3191,6655,3340,15,2,9,MIDDLE,0,6,1,543,92086,30285,6964,,0,0,0,0,0,0,,0,20023,2221,9483,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,212,7,48,25,3,14,5,4,84,False,MIDDLE,50,,121718,38086,0,17012,,5460,304,155,153,59,2,0,9608,5579,565,1,5,3,0,,18,1,0,10,True,0,292,0,0,0,0,450,0,0,0.06929896122672195,1,1175.1990810779678,0.11682634105949229,0,2,3,0,0,,0,304,0,0,28,0,0,0,0,0,,,0,0,1944.4905568926263,0,404.5326420102467,0,1,6,0,0,0,0,0,9.5,1,0.4318181818181818,0,2,0,0,2,0,0,3,48,0,0,0,9,1,3,,-90.75000005960464,0,0,0,0,6655,0,1,0,1,0,14,1,0,0,0,0,0,0,0,23,71,0,0,2,9,0,2,0,19,0,0,4,0,0,1,0.3060968106100917,1,0,,0,0,0,0,,0,-0.1734752655029297,0.5644403562030382,10,1,0,5003,5008,5005,8100,8300,8112,1129,0,0,8139,907,0,0,8138,30,0,0,8135,550,5,0,8316,1504,0,0,8347,0,0,0
260,2526,CLASSIC,1664896339742,,,9,,0,9,0,201,0,,6,326,656,326,35173,,9,2,0,0,,,False,False,False,False,False,False,,8526,8350,,0,0,4,3190,3860,3050,3047,1057,1028,3364,25,0,1,BOTTOM,0,0,1,758,11155,6283,23488,,0,0,1,0,0,0,,0,4357,828,10304,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,48,17,25,7,5,14,6,4,84,False,UTILITY,31,,21399,7883,1460,37160,,2720,664,29,140,319,5,0,5886,772,3367,0,1,11,0,,31,2,3,12,False,0,97,0,0,0,0,0,0,0,0.1575884022953519,2,187.18426080465466,0.14579170360488505,0,9,0,0,0,,0,2125.33837890625,0,0,19,0,0,0,0,0,,,0,0,2526.9452301528013,0,202.44359121173608,0,,4,0,0,0,0,0,1.1111111111111112,2,0.2702702702702703,0,0,0,0,1,0,0,7,11,0,0,0,12,0,1,,-101.50000008940697,0,0,0,0,3190,0,1,0,0,0,9,,0,0,0,0,0,0,0,21,42,0,0,1,10,0,12,0,10,0,0,1,0,0,0,0.05223338286633119,0,1,,0,0,5,0,,0,-0.5852322578430176,0.7478243408579055,3,1,0,5002,5002,5005,8400,8300,8465,2867,0,0,8463,1072,0,0,8473,944,0,0,8242,120,0,0,8345,3,0,0,8347,0,0,0
261,1269,CLASSIC,1664894739227,,,3,,0,5,0,223,0,,3,868,868,868,16458,,8,1,0,0,,,False,False,False,False,False,False,,4536,4605,,0,0,1,3859,6662,1001,1029,0,0,3340,13,0,1,BOTTOM,0,0,1,383,8616,3998,4156,,0,0,1,0,0,0,,0,2828,933,15184,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,26,10,9,6,3,14,2,4,84,False,UTILITY,17,,15911,5418,0,19450,,1546,0,20,169,159,1,0,4465,486,108,0,0,7,0,,9,1,1,6,False,0,51,0,0,0,0,0,0,0,,1,256.01317641398725,0.20534141514124887,0,8,0,0,0,,0,0,0,0,17,0,0,0,0,0,,,0,0,1269.7823992658537,0,214.36429266679846,0,,3,0,0,0,0,0,0.5,1,0.23529411764705882,0,0,0,0,0,0,2,5,11,0,0,0,1,0,1,,-121.00000005960464,0,0,0,0,,0,0,0,0,0,3,,0,0,0,0,0,0,0,4,16,0,0,0,5,0,4,0,4,0,0,4,0,0,0,0.12396956525168558,0,1,,0,2,0,0,,0,-0.6393390893936157,0.4619657615203539,1,1,0,5002,5002,5005,8400,8000,8437,202,142,0,8401,53,0,0,8444,504,0,0,8242,70,0,0,9111,332,80,0,9104,0,0,0
262,1901,CLASSIC,1664831213207,,,5,,0,16,0,103,0,,5,615,615,615,8950,,4,1,0,0,,,False,False,False,False,False,True,,8964,8725,,0,0,1,1056,6655,3020,4645,2420,0,3340,17,0,2,MIDDLE,0,0,1,622,52101,10065,11196,,0,0,1,0,0,0,,0,9321,670,8396,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,77,68,35,14,2,12,1,4,84,False,MIDDLE,26,,94732,14113,0,20246,,2535,0,155,71,88,1,0,33309,3377,654,1,1,7,0,,17,1,4,10,False,0,194,0,0,0,0,150,0,0,0.03497467372027067,1,445.3386961264199,0.17733178979018344,0,4,6,0,0,,0,0,0,0,16,0,0,0,0,0,,,0,2,1901.4991943,0,282.85265814193355,0,,2,0,0,0,0,0,1.75,1,0.5,0,0,0,0,0,0,0,8,52,0,0,0,0,0,0,,-102.00000002980232,0,0,0,0,6655,0,0,0,0,0,6,1,0,0,0,0,0,0,0,47,84,0,0,0,8,0,1,0,7,0,0,0,0,0,0,0.18704841656552898,0,0,,0,0,0,0,,0,-0.020103752613067627,0.5526293784831023,4,1,0,5003,5008,5005,8100,8200,8112,1039,0,0,8139,541,0,0,8138,14,0,0,8106,4,0,0,8226,250,491,0,8210,15,0,0
263,2019,CLASSIC,1664828489713,,,21,,0,11,0,111,0,,5,866,866,866,31361,,5,1,0,0,,,False,False,False,False,False,False,,9962,9375,,0,0,0,3860,3190,3143,3047,3050,0,3364,22,0,3,BOTTOM,0,0,1,727,9917,4778,12454,,0,0,0,0,0,0,,0,6800,2618,8891,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,35,25,35,10,6,7,10,4,84,False,UTILITY,70,,23596,7397,1395,22267,,4622,647,34,364,144,4,0,6878,0,920,0,2,4,0,,32,1,5,11,True,1,105,0,0,0,0,0,0,0,0.17332743123169364,1,219.7007567368858,0.1588651507846487,0,5,19,0,0,,0,2042.6561279296875,0,0,103,0,0,0,0,0,,,0,2,2020.1237865598173,0,295.88894931305776,0,,17,0,0,0,0,0,4.8,1,0.5333333333333333,0,0,0,0,0,0,11,2,12,0,0,0,10,2,1,,-94.00000002980232,0,0,0,0,3190,0,0,0,0,0,23,1,0,0,0,0,0,1,0,142,17,0,0,0,10,0,2,0,24,0,0,6,0,0,1,0.05861147799078239,0,1,,0,2,0,0,,0,-0.39324820041656494,0.9658809647805215,5,2,1,5002,5002,5005,8300,8400,8351,76,1013,0,8306,4,0,0,8316,567,0,0,8347,0,0,0,8473,957,0,0,8242,53,0,0
264,1224,CLASSIC,1664815185131,,,1,,0,15,0,517,0,,5,196,196,196,8189,,5,1,0,0,,,False,False,False,False,False,True,,4386,3775,,0,0,0,6656,1001,1056,0,0,0,3340,13,0,0,MIDDLE,0,0,0,662,24834,5750,5816,,0,0,0,0,0,0,,0,4894,392,10449,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,40,18,44,6,3,12,3,4,84,False,MIDDLE,8,,29729,6142,0,16769,,1320,0,66,161,132,1,0,0,0,504,0,0,6,0,,11,1,3,5,False,0,108,0,0,0,0,0,0,0,0.1420941130770561,1,300.9300426188788,0.2235222825024854,0,5,0,0,0,,0,0,0,0,14,0,0,0,0,0,,,0,0,1224.6933158,0,214.9097905482134,0,,0,0,0,0,0,0,0.2,0,0.08333333333333333,0,0,0,0,0,0,0,2,35,0,0,0,0,0,1,,-106,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,9,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0.131627087087456,0,0,,0,0,0,0,,0,-0.030006468296051025,0.5498912382745975,4,4,0,5003,5008,5008,8000,8400,8010,93,0,0,8009,482,0,0,9105,0,0,0,8299,166,0,0,8444,773,0,0,8242,58,0,0
265,2303,CLASSIC,1664468151412,,,8,,0,6,1,142,0,,6,781,1079,781,9101,,3,2,0,0,,,False,False,False,False,False,False,,11797,10750,,0,0,2,4645,3157,3020,7013,1056,0,3340,21,0,3,MIDDLE,252,0,1,783,94577,12579,12400,,4,0,1,0,0,0,,0,13455,911,11712,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,245,6,47,23,4,14,4,4,84,False,MIDDLE,32,,116556,16608,13,24784,,4342,0,142,156,108,1,0,8523,3117,671,0,1,10,0,,25,2,3,10,False,0,321,0,0,0,0,375,0,0,0.21828946907377547,2,432.5634552752158,0.13753132964838213,0,3,1,0,0,,0,13.127038955688477,0,0,18,0,0,0,0,0,,,0,1,2303.7164664164266,0,307.26063603644815,0,,3,0,0,0,0,0,3.6666666666666665,1,0.2558139534883721,0,1,1,0,1,0,0,7,45,0,0,0,50.19999998807907,0,2,,-107.00000005960464,0,0,0,0,7013,0,0,0,0,0,8,1,0,0,0,0,0,0,1,30,56,0,0,0,8,0,0,0,11,0,0,5,0,0,0,0.11310930902910692,0,0,,0,0,0,0,,0,-6.705522537231445e-05,0.6653821726856114,3,0,0,5003,5008,5008,8300,8100,8369,389,342,0,8304,10,3,0,8316,2081,0,0,8347,0,0,0,8143,280,0,0,8135,400,4,0
266,2411,CLASSIC,1664396788658,,,26,,0,18,0,111,0,,6,348,1192,348,56042,,13,3,0,0,,,False,False,False,False,False,False,,10966,9975,,0,2,1,3190,3860,3047,3075,4401,1029,3364,24,0,2,BOTTOM,19,0,1,553,22743,11609,20203,,0,1,0,1,0,0,,0,7616,2549,18686,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,55,28,62,13,9,14,6,4,84,False,UTILITY,95,,37660,16388,1585,41915,,2313,0,40,365,424,1,0,7301,2230,3026,0,1,7,0,,51,3,5,17,True,1,158,0,0,1,0,0,0,0,0.19659429465158565,3,407.79085424215543,0.17036685744179797,0,13,31,0,0,,0,1585.1087646484375,0,0,170,0,0,0,0,0,,892.8937806,0,2,2411.2581565,0,272.88707749209016,0,,16,0,0,0,0,0,2.1538461538461537,5,0.5490196078431373,0,0,0,0,1,0,15,6,14,0,0,1,12,10,2,,-97.00000005960464,0,0,0,0,3190,0,0,0,0,0,20,1,0,0,0,0,0,1,0,228,60,0,0,0,14,0,4,0,28,0,0,3,0,0,2,0.0805861398646494,0,2,,0,1,5,0,,0,-0.3390623927116394,1.2755338198082717,5,5,1,5001,5002,5007,8200,8300,8229,1238,0,0,8226,250,664,0,8233,23,30,0,8237,624,0,0,8347,0,0,0,8304,11,1,5
267,2348,CLASSIC,1664393916053,,,4,,0,8,0,91,0,,2,1139,11404,1139,20437,,6,2,0,0,,,False,False,False,False,False,True,,13339,12950,,0,0,0,6693,3156,3814,3158,3071,0,3340,26,1,4,MIDDLE,589,2,1,551,0,0,11606,,4,0,0,0,0,0,,0,136328,16637,14681,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,70,85,180,12,7,14,5,4,84,False,MIDDLE,5,,142516,18548,0,29291,,3548,0,205,147,180,1,0,6188,1910,3003,2,2,5,0,,26,2,0,15,True,0,347,0,0,0,0,0,0,0,0.1106508566141917,2,473.7577338433208,0.19586847677125363,0,6,1,0,1,2339.69066164057,0,0,0,0,0,4.4000000059604645,0,0,0,0,,901.604315012486,0,0,2349.0536707904125,0,340.7106560141719,0,,0,0,0,0,0,0,1.3333333333333333,3,0.19047619047619047,0,1,0,0,0,0,0,21,65,0,0,0,27,6,1,,-124.00000008940697,0,0,0,0,6693,0,0,0,0,0,6,1,0,0,0,0,0,0,0,62,84,0,0,0,13,0,2,0,8,1,0,1,0,0,0,0.1390178857844022,0,0,,0,0,0,0,,0,0.47994256019592285,0.6759793598225968,2,1,0,5003,5008,5008,8300,8100,8369,890,871,0,8304,12,0,0,8316,3668,0,0,8347,0,0,0,8143,554,0,0,8135,400,4,0
268,1477,CLASSIC,1664391977421,,,11,,0,15,4,112,0,,6,3995,8650,3995,6758,,1,2,2,0,,,False,False,False,True,False,True,,9975,8750,,0,0,0,6655,0,1056,3020,4645,3191,3340,17,1,6,MIDDLE,0,4,2,1200,77068,18158,7976,,0,0,0,0,0,0,,0,8852,480,1821,,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,47,11,66,13,1,12,3,4,83,False,MIDDLE,13,,86489,19207,0,9798,,244,0,141,81,39,1,0,567,567,0,1,2,1,0,,23,2,0,9,True,0,137,0,0,0,0,0,0,0,0.794714500922804,2,780.1878270062718,0.1441892046722439,0,1,0,0,0,,0,0,0,0,5,0,0,0,0,0,,914.8394460153079,0,0,1477.140693058693,0,405.1763805192719,0,,4,0,0,0,0,0,17,1,0.4473684210526316,0,0,0,0,0,0,0,16,66,0,0,0,53,0,2,,-107.00000005960464,0,0,2,0,6655,0,0,0,0,0,15,1,0,0,0,0,0,0,0,8,83,0,0,0,7,0,2,1,17,0,0,2,1,0,0,0.2389148018167779,0,1,,0,2,5,0,,0,0.6720105409622192,0.965131281014955,0,0,0,5003,5008,5005,8300,8200,8369,668,478,0,8304,11,1,5,8345,3,0,0,8347,0,0,0,8226,250,751,0,8210,30,0,0
