,gameDuration,gameMode,gameStartTimestamp,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,puuid,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,teamPosition,timeCCingOthers,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardTimeCoverageInRiverOrEnemyHalf,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earliestDragonTakedown,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,highestChampionDamage,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,teleportTakedowns,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,defense,flex,offense,primaryStyle,secondaryStyle,primaryPerk0,primaryVar10,primaryVar20,primaryVar30,primaryPerk1,primaryVar11,primaryVar21,primaryVar31,primaryPerk2,primaryVar12,primaryVar22,primaryVar32,primaryPerk3,primaryVar13,primaryVar23,primaryVar33,secondaryPerk0,secondaryVar10,secondaryVar20,secondaryVar30,secondaryPerk1,secondaryVar11,secondaryVar21,secondaryVar31
66,1253,CLASSIC,1677785332379,1,7,7,0,0,0,0,111,0,14,3,280,280,280,10953,0,3,1,0,0,0,0,False,False,False,False,False,True,0,5602,4175,0,0,0,0,3190,2423,3859,3047,0,0,3364,12,1,3,BOTTOM,0,2,1,718,8627,4372,2208,0,0,0,0,0,0,0,0,0,4855,2028,5428,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,21,12,20,5,6,14,1,4,100,False,UTILITY,57,,18654,7259,0,8524,,0,0,24,303,58,0,0,5170,858,887,0,0,6,0,0,26,1,2,13,False,0,58,0,0,0,0,0,0,0,,1,347.56272353998094,0.14234622830210578,0,3,0,0,0,0,1,0,0,0,85,0,0,0,0,0,,,0,0,1253.1619851,0,268.2228504247818,0,,9,0,0,0,0,0,3.3333333333333335,0,0.7142857142857143,0,0,0,0,2,0,5,5,16,0,0,0,7,0,2,,0,0,0,0,0,3190,0,2,0,0,0,8,1,0,0,0,0,0,0,0,1,15,0,0,1,12,0,5,0,10,0,0,9,0,0,0,0.16328619646395334,0,0,,0,1,0,0,,0,-0.06879115104675293,1.2455038986823463,2,2,0,5002,5002,5005,8300,8400,8351,66,748,0,8313,0,0,0,8316,425,0,0,8347,0,0,0,8473,247,0,0,8242,25,0,0
67,2468,CLASSIC,1677087832161,0,0,9,0,0,0,0,25,0,13,4,766,4401,766,5702,0,2,0,0,0,9,0,True,False,False,False,False,False,0,9857,9550,0,0,0,2,3157,3853,6653,3020,3916,3145,3364,17,0,2,BOTTOM,0,0,1,2004,39718,8735,4183,0,0,0,1,0,0,0,3,0,4755,520,5853,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,44,44,15,2,3,14,3,4,100,False,UTILITY,43,,44605,9387,1257,10789,,1746,0,52,59,14,1,0,132,132,753,0,1,11,0,0,33,2,3,0,False,0,105,0,0,0,0,0,0,1,,0,228.13387525464466,0.0664409539132286,0,2,0,0,2,400.91236555522227,0,1257.2027587890625,0,0,20,0,0,0,0,0,,,0,0,2468.984337442374,0,239.5433539587223,0,,4,0,0,0,0,0,5.5,1,0.2972972972972973,0,2,0,0,0,0,0,8,4,1,0,0,26,0,4,,0,0,0,0,0,6653,0,0,0,0,0,10,1,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,11,0,11,6,0,0,0,0.07977174375647446,0,0,,0,2,0,2,,0,-0.45148420333862305,0.8102211604852795,3,3,0,5002,5008,5008,8200,8300,8229,929,0,0,8226,250,255,0,8210,0,0,0,8237,517,0,0,8313,0,0,0,8345,3,0,0
68,1239,ARAM,1677002703360,0,0,25,1,0,0,0,21,0,2,2,1384,1384,1384,10257,0,12,0,0,0,3,0,True,False,False,False,False,False,0,13729,20300,0,0,0,2,3031,3072,3036,1001,0,0,2052,20,1,6,TOP,843,4,1,199,42968,16018,19431,0,0,0,1,0,0,0,0,0,26283,8782,5683,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,DUO,0,48,13,52,8,6,3,4,4,100,False,,16,,70624,26174,0,26067,,1189,0,53,255,322,1,0,1373,1373,952,0,1,4,0,0,0,0,0,0,False,1,121,2,0,0,0,750,0,0,,0,1266.5408266207526,0.1708722084375029,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,6,1239.964593514247,0,664.3713990122772,0,,0,0,0,0,0,1,2.5833333333333335,7,0.5636363636363636,0,1,0,0,2,0,0,0,25,0,0,0,15,0,2,,0,0,0,0,0,,0,1,0,0,0,16,,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,31,0,2,21,0,0,0,0.19262239131731512,0,0,,0,0,0,2,,0,-1,0,1,1,0,5002,5008,5008,8100,8000,8128,1718,29,0,8126,1544,0,0,8138,30,0,0,8106,5,0,0,8009,3293,0,0,8014,774,0,0
69,1115,CLASSIC,1677001135780,0,0,15,0,0,0,0,143,0,1,6,1110,1110,1110,3175,0,1,0,1,0,2,0,True,False,False,False,False,True,0,7239,5925,0,0,0,0,3853,0,3020,6653,1011,0,3364,15,1,3,NONE,0,3,2,741,23219,11081,2173,0,0,0,0,0,0,0,2,0,1736,965,5039,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,33,37,31,5,3,14,2,4,100,False,UTILITY,37,,25117,12209,0,7612,,507,0,11,114,27,1,0,161,161,400,0,1,0,0,0,15,1,0,0,True,0,106,0,0,0,0,0,0,1,,0,656.5043167969055,0.13804931833100179,0,1,6,0,0,0,0,0,0,0,24,0,0,0,0,0,,868.1057597343205,0,0,1115.8374005621663,0,389.2834222390135,0,,9,0,0,0,0,0,18,3,0.6428571428571429,0,2,0,0,0,0,0,5,2,1,0,0,0,0,2,,0,0,0,1,0,6653,0,0,0,0,0,17,1,0,0,0,0,0,0,0,34,21,0,0,0,0,0,0,0,18,0,0,13,0,0,0,0.2212791231881058,0,0,,0,3,0,0,,0,0.0925898551940918,0.8187937844138653,0,0,0,5002,5008,5008,8200,8100,8229,1011,0,0,8226,250,177,0,8210,0,0,0,8237,485,0,0,8139,540,0,0,8105,10,4,0
70,2214,CLASSIC,1676919164805,0,0,36,0,0,0,1,267,0,8,5,2845,3970,2845,9617,0,4,0,0,0,8,0,False,True,False,False,False,True,0,11355,9650,0,0,1,0,4005,3853,3158,3011,6616,1057,3340,19,1,3,BOTTOM,0,2,1,833,33058,16761,9535,0,0,0,0,0,0,0,3,0,3642,757,7990,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,63,113,57,12,6,14,3,4,100,False,UTILITY,53,,37854,18673,3088,18293,,20822,14310,16,274,140,5,0,1154,1154,768,0,6,5,0,0,39,2,1,0,True,2,245,0,0,1,0,0,0,0,,0,505.9799134614582,0.12448410266704468,0,4,2,0,2,1340.3129466291687,0,17398.65234375,0,0,43,0,0,0,0,0,,,1,5,2214.3063418966008,0,307.6924889732873,0,,10,0,0,0,0,0,9.75,4,0.9285714285714286,0,1,0,0,1,0,0,1,5,0,0,0,0,4,2,,0,0,0,0,0,4005,0,0,0,0,0,26,1,0,0,0,0,0,3,0,17,43,0,0,0,0,0,5,0,39,0,0,6,0,0,1,0.13340299920449636,0,2,,0,0,0,0,,0,-0.06881648302078247,1.0708326393924608,1,1,0,5002,5008,5008,8200,8300,8214,1186,2632,0,8226,250,810,0,8210,28,0,0,8237,747,0,0,8345,3,0,0,8347,0,0,0
71,2299,CLASSIC,1676916524411,0,2,15,1,0,0,0,888,0,22,6,2367,2768,2367,21584,0,4,0,2,0,8,0,False,False,True,False,False,True,0,10862,9625,0,0,1,2,3107,3853,4005,3158,3011,3114,3364,22,1,5,BOTTOM,0,5,2,1319,39762,11676,6814,0,0,0,1,0,0,0,2,0,9074,1568,14214,1,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,55,12,90,6,9,14,6,4,100,False,UTILITY,39,,52938,16882,6137,23045,,5025,1366,41,370,92,4,0,4102,3637,2016,0,4,9,0,0,49,3,3,0,False,0,163,0,0,0,0,0,0,0,,0,440.2215420142468,0.13282429650680339,0,4,0,0,1,1239.4469508968486,0,7504.55078125,0,0,46,0,0,0,0,0,,960.7058467754198,1,0,2301.0327369547895,0,283.241722768808,0,,10,0,0,0,0,0,5,1,0.5405405405405406,0,0,0,0,1,0,5,6,2,0,0,0,30,0,2,,0,0,0,2,0,4005,0,1,0,0,0,13,1,0,0,0,0,0,1,0,9,64,0,0,0,0,0,4,0,20,0,0,3,0,0,0,0.13251067299031383,0,2,,0,0,0,1,,0,-0.2717379927635193,1.2920109281335639,6,3,2,5002,5008,5005,8400,8300,8465,2374,0,0,8401,609,0,0,8473,654,0,0,8453,691,1601,0,8345,3,0,0,8347,0,0,0
72,2115,CLASSIC,1676569848195,0,0,8,1,0,0,0,38,0,5,6,1197,4871,1197,32545,0,3,0,1,0,6,0,False,False,False,False,False,False,0,11836,11625,0,0,0,3,6657,2055,3020,3040,3089,1029,3340,22,1,5,MIDDLE,0,3,2,1181,84009,19667,9977,0,12,0,1,0,0,0,4,0,29142,1524,35774,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,65,80,64,114,4,12,4,4,99,False,MIDDLE,20,,129625,21191,0,47135,,12351,0,182,136,85,1,0,16473,0,1383,0,1,11,0,0,18,3,0,0,False,0,323,0,10.5,0,0,450,0,0,,0,600.9884766925047,0.3044801785377134,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,2115.6758343730444,0,335.6878628002155,0,,0,0,0,0,0,0,4.333333333333333,1,0.6190476190476191,0,3,0,0,0,0,0,0,69,0,0,0,42,0,2,,0,0,0,1,1,6657,0,1,0,0,0,12,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,9,0,13,0,0,1,0,0,0,0.21750516703785097,0,0,,0,0,0,8,,0,0.1806720495223999,0.5243915092391394,0,0,2,5002,5008,5008,8000,8400,8010,74,0,0,8009,4060,0,0,9105,22,20,0,8014,345,0,0,8444,2487,0,0,8451,242,0,0
73,2135,CLASSIC,1676567088874,0,0,19,0,0,0,6,36,0,8,4,16088,45619,16088,65416,0,3,0,1,1,8,0,False,False,False,False,False,False,0,18604,15950,0,0,1,0,3143,3068,3084,3075,3047,3065,3340,21,3,16,TOP,40,6,3,762,99169,29685,24122,0,26,0,0,1,0,0,4,0,152589,23787,31166,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,177,63,112,9,3,12,5,4,99,False,TOP,28,,272819,54706,0,62543,,21124,0,201,914,92,1,1,21061,1234,7254,6,7,8,0,0,20,0,0,0,True,0,361,0,16.600000023841858,1,0,750,1,0,,0,1536.9925519663361,0.32836532608181707,0,3,0,0,2,1396.078328284948,0,0,0,0,0,4,0,0,0,0,,,2,4,2135.5998188967756,0,522.7038695101406,0,1,0,0,0,0,0,0,11.666666666666666,4,0.7291666666666666,0,4,0,0,1,0,0,9,65,0,0,0,61.35000002384186,13,2,,0,0,0,2,0,3084,0,3,0,0,0,24,1,0,0,0,0,1,0,0,6,78,0,0,3,0,0,8,0,35,0,0,5,0,1,1,0.3726185560284681,0,2,,2,0,0,9,,0,-0.1400335431098938,0.5638104102556953,0,0,1,5001,5002,5005,8400,8300,8437,2997,2252,0,8446,6028,0,0,8444,3406,0,0,8451,391,0,0,8304,10,3,0,8410,159,0,0
74,1850,CLASSIC,1676504032161,0,0,12,0,0,0,0,99,0,1,4,3154,7458,3154,9186,0,4,0,0,1,2,0,False,False,False,False,False,False,0,11180,10925,0,0,1,0,3020,6655,1056,4645,4628,0,3340,16,1,5,MIDDLE,0,3,1,1018,67979,14954,3301,0,4,0,0,0,0,0,0,0,11617,337,10054,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,35,25,136,8,4,12,4,4,99,False,MIDDLE,22,,80816,16050,2111,13541,,448,0,133,330,165,1,0,1219,757,186,1,3,2,0,0,27,1,3,0,True,0,204,0,0,1,0,375,0,0,,0,520.2835946732883,0.10620812096908888,0,4,3,0,2,918.1082740488828,0,2111.220703125,0,0,11,0,0,1,0,0,,840.0801113688531,0,0,1850.9375112619548,0,362.41448369731796,0,,6,0,0,0,1,0,4.25,6,0.4358974358974359,0,1,0,0,0,0,0,0,64,0,0,0,12,2,1,,0,0,0,0,0,6655,0,0,0,0,0,14,1,0,0,0,0,0,0,0,18,13,0,0,1,0,0,0,0,17,0,0,2,1,0,1,0.1546079182217143,0,4,,0,1,5,6,,0,0.4679436683654785,0.9040201039708139,3,2,0,5003,5008,5008,8200,8100,8229,1167,0,0,8226,250,678,0,8210,24,0,0,8237,481,0,0,8126,784,0,0,8106,5,0,0
75,1131,CLASSIC,1676502578062,0,4,5,1,0,0,0,112,0,1,8,2021,2561,2021,6778,0,2,0,2,0,9,0,False,False,False,False,False,True,0,8336,7175,2,0,0,0,0,1058,3145,1056,6655,3020,3340,15,1,5,NONE,0,4,2,781,57626,11278,1546,0,0,0,0,0,0,0,1,0,7589,266,6796,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,DUO,0,40,10,56,6,2,12,2,4,99,False,MIDDLE,7,,66181,12046,0,8432,,0,0,150,70,67,0,0,965,501,90,0,0,3,0,0,23,3,4,0,True,0,112,0,0,0,0,0,0,0,,0,638.4818813338137,0.18859579748609934,0,2,0,0,1,630.6148247719196,0,0,0,0,3,0,0,0,0,0,,,0,0,1132.025565063943,0,441.83565570292365,0,,1,0,0,0,0,0,5,0,0.47619047619047616,0,0,1,0,0,0,0,14,88,1,0,0,66.59999999403954,1,2,,0,0,0,2,0,6655,0,0,0,0,0,10,1,0,0,0,0,0,0,0,6,53,0,0,0,0,0,0,0,10,0,0,4,1,0,0,0.2498284106722215,0,0,,0,3,0,7,,0,1.5420291423797607,1.2378785435792918,7,7,1,5003,5008,5005,8300,8200,8369,569,440,0,8304,9,4,5,8345,3,0,0,8347,0,0,0,8226,250,504,0,8210,10,0,0
76,1955,CLASSIC,1676500117096,0,0,7,0,0,0,0,103,0,3,10,1551,1551,1551,13148,0,6,0,0,0,4,0,False,False,False,False,False,False,0,9177,8950,1,0,0,2,2421,6656,4645,1056,3111,1029,3340,26,0,1,MIDDLE,0,0,1,583,51483,7185,8705,0,0,0,1,0,0,0,1,0,11489,741,13337,1,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,65,80,22,24,3,12,4,4,99,False,MIDDLE,16,,91136,12160,0,24459,,3611,0,174,47,183,1,0,28163,4233,2416,1,2,10,0,0,31,4,4,0,False,0,191,0,0,0,0,0,0,0,,0,373.07140372299943,0.17215488691206285,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,,772.3904910090772,0,0,1955.7956949556403,0,281.56279221562045,0,,3,0,0,0,0,0,1.3333333333333333,0,0.2857142857142857,0,0,0,0,0,0,0,10,72,0,0,0,18,0,1,,0,0,0,0,0,6656,0,1,0,0,0,8,1,0,0,0,0,0,0,0,3,65,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0.13376573309648324,0,2,,0,0,0,8,,0,0.2602503299713135,0.9623715961672242,4,3,1,5003,5008,5005,8100,8200,8112,735,0,0,8139,632,0,0,8138,16,0,0,8106,5,0,0,8226,250,362,0,8210,7,0,0
77,2161,CLASSIC,1676497534585,0,2,14,0,0,0,2,101,0,15,6,2803,5537,2803,8533,0,7,0,0,0,6,0,False,False,False,False,False,False,0,13530,11800,0,0,1,0,4645,3853,6655,3020,4628,3145,3363,24,3,7,BOTTOM,0,2,1,725,85075,27413,13216,0,0,0,0,1,0,0,1,0,3195,396,9611,1,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,110,55,27,15,5,14,5,4,99,False,UTILITY,30,,89974,29513,0,23064,,2758,0,73,155,230,1,0,1703,1703,236,2,3,3,0,0,67,2,6,0,True,0,207,0,0,1,0,450,0,1,,0,819.1139510258952,0.1571831743234905,0,7,1,0,0,0,0,0,0,0,14,0,0,0,0,0,,973.8573457485187,0,0,2161.8779802793492,0,375.5161779043144,0,,5,0,0,0,0,0,3,1,0.5384615384615384,0,2,0,0,2,0,0,13,8,0,0,0,66,7,3,,0,0,0,0,0,6655,0,0,0,0,0,15,1,0,0,0,0,0,0,0,14,57,0,0,2,0,0,0,0,21,0,0,5,1,0,1,0.2425202921294676,0,2,,0,0,0,3,,0,0.28885114192962646,1.8762272216131863,6,3,0,5002,5008,5008,8300,8200,8369,1255,1002,0,8304,9,4,5,8345,3,0,0,8347,0,0,0,8226,250,817,0,8237,957,0,0
78,2429,CLASSIC,1676494539023,0,0,8,0,0,0,0,497,0,10,5,1199,3238,1199,33196,0,9,0,0,0,7,0,False,False,False,False,False,False,0,9388,8875,2,0,0,1,3107,3860,3011,3047,2065,0,3364,21,0,0,BOTTOM,0,0,0,767,21210,5254,17539,0,0,0,0,0,0,0,0,0,9503,1486,10662,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,36,39,50,7,6,3,2,4,99,False,UTILITY,27,,41797,6741,2465,29717,,6084,1897,58,90,336,5,0,11082,0,1514,2,2,7,0,0,86,1,11,0,True,0,132,0,0,0,0,0,0,0,,0,166.50959083154186,0.19363010699228234,0,9,13,0,2,511.8538728,0,4363.63427734375,0,0,24,0,0,0,0,0,,,0,0,2429.1697934,0,231.8971768535989,0,,7,0,0,0,0,0,0.8888888888888888,1,0.17777777777777778,0,0,0,0,0,0,0,3,16,0,0,1,26,0,2,,0,0,0,0,0,2065,0,0,0,0,0,8,1,0,0,0,0,0,0,0,72,17,0,0,0,0,0,3,0,8,0,0,2,0,0,0,0.0517987557443518,0,0,,0,2,0,2,,0,0.2509193420410156,2.131031152779752,11,4,0,5002,5008,5008,8400,8100,8465,3107,0,0,8463,492,0,0,8473,697,0,0,8242,90,0,0,8136,15,30,0,8106,5,0,0
79,933,CLASSIC,1676493270205,0,0,1,1,0,0,0,497,0,4,4,364,364,364,5178,0,1,0,0,0,4,0,False,False,False,False,False,True,0,3135,2375,0,0,0,0,3067,3859,0,0,4642,0,3340,8,0,0,NONE,0,0,0,860,2679,1915,1197,0,0,0,0,0,0,0,0,0,3401,609,3793,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,15,12,6,1,1,3,2,4,99,False,UTILITY,11,,9241,2525,599,4991,,734,212,26,18,27,3,0,3161,0,0,0,0,0,0,0,16,1,1,0,False,0,34,0,0,0,0,0,0,0,,0,162.25343311938445,0.11980662008142161,0,1,15,0,0,0,0,812.1758422851562,0,0,11,0,0,0,0,0,,,0,0,933.9470982741933,0,201.42836553336525,0,,1,0,0,0,0,0,1,0,0.25,0,0,0,0,0,0,0,1,17,0,0,0,4,0,1,,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,1,0,78,10,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0.11496489852252022,0,2,,0,1,0,0,,0,0.17242145538330078,1.0527091213498048,1,1,0,5002,5008,5008,8400,8100,8465,338,0,0,8463,63,0,0,8473,254,0,0,8242,11,0,0,8136,2,4,0,8106,1,0,0
80,1863,CLASSIC,1676485257307,0,0,5,2,0,0,0,126,0,0,6,617,4583,617,17196,0,6,0,1,0,4,0,False,False,False,False,False,False,0,12085,11725,0,0,0,3,6692,3111,3004,6694,3134,1055,3340,23,2,7,MIDDLE,0,3,2,1089,10771,2556,5289,0,0,0,1,0,0,0,0,0,98688,10029,15550,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,82,27,49,58,0,12,3,4,99,False,MIDDLE,3,,113385,12801,0,21963,,1691,0,214,67,204,1,0,3925,215,1122,0,0,11,0,0,13,1,1,0,False,0,216,0,0,0,0,550,0,0,,0,412.1445801124515,0.1666780082056022,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,,0,2,1863.6397055049977,0,389.1020633148639,0,,2,0,0,0,0,0,2,0,0.7058823529411765,0,0,0,0,2,0,0,1,81,0,0,0,16,0,1,,0,0,0,1,1,6692,0,3,0,0,0,5,1,0,0,0,0,0,0,0,3,20,0,0,1,0,0,0,0,12,1,0,0,0,0,0,0.23220789948564025,0,0,,0,1,0,10,,0,-0.08997958898544312,0.4258638951627184,1,1,0,5003,5008,5005,8300,8200,8369,300,168,0,8304,12,0,0,8345,3,0,0,8347,0,0,0,8233,18,0,0,8236,28,0,0
81,1158,CLASSIC,1676483793658,0,0,1,0,0,0,0,103,0,1,5,670,670,670,4362,0,4,0,0,0,2,0,False,False,False,False,False,True,0,5377,5010,0,0,0,0,6656,3111,1052,1056,0,0,3340,15,0,1,NONE,0,0,1,638,23591,3197,6324,0,0,0,0,0,0,0,0,0,6521,402,3634,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,DUO,0,43,39,14,11,2,12,2,4,99,False,MIDDLE,5,,47113,4915,0,10583,,934,0,108,22,126,1,0,16999,1314,625,0,0,3,0,0,13,1,2,0,False,0,107,0,0,0,0,300,0,0,,0,254.54735474031435,0.19569717581021945,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,,0,0,1158.6989011740957,0,278.43304094518686,0,,0,0,0,0,0,0,0.5,0,0.2857142857142857,0,0,0,0,0,0,0,7,73,0,0,0,10,0,1,,0,0,0,0,0,6656,0,0,0,0,0,2,1,0,0,0,0,0,0,0,8,33,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.16145541523135357,0,0,,0,0,0,4,,0,-0.3746998906135559,0.7021023643094629,2,2,0,5003,5008,5005,8100,8200,8112,559,0,0,8139,290,0,0,8138,4,0,0,8106,2,0,0,8226,250,103,0,8210,0,0,0
