,gameDuration,gameMode,gameStartTimestamp,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,puuid,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,teamPosition,timeCCingOthers,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,threeWardsOneSweeperCount,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,defense,flex,offense,primaryStyle,secondaryStyle,primaryPerk0,primaryVar10,primaryVar20,primaryVar30,primaryPerk1,primaryVar11,primaryVar21,primaryVar31,primaryPerk2,primaryVar12,primaryVar22,primaryVar32,primaryPerk3,primaryVar13,primaryVar23,primaryVar33,secondaryPerk0,secondaryVar10,secondaryVar20,secondaryVar30,secondaryPerk1,secondaryVar11,secondaryVar21,secondaryVar31
111,1199,CLASSIC,1678284595734,0,0,3,0,0,0,0,145,0,0,3,2410,2410,2410,3125,0,3,0,0,0,1,0,False,False,False,False,False,True,0,6433,6100,0,0,0,0,6672,3006,3086,1036,1036,0,3340,14,1,4,NONE,288,2,1,627,5189,2954,8722,0,0,0,0,0,0,0,0,0,36736,4538,1074,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,SUPPORT,0,26,22,17,2,1,4,2,7,56,False,BOTTOM,0,,45202,7728,0,9965,,887,330,83,0,43,2,0,3275,234,168,1,1,0,0,0,10,0,0,7,True,0,67,0,0,0,0,0,0,0,0,386.5443587721485,0.17489756957367084,0,3,2,0,0,0,330,0,0,0,0,0,0,0,0,,0,0,1199.5928516,0,321.8018356192621,0,0,0,0,0,0,0,2.3333333333333335,0,0.30434782608695654,0,1,0,0,1,0,0,5,40,0,0,0,14,1,1,,0,0,0,0,0,6672,0,0,0,0,0,7,1,0,0,0,0,0,0,0,13,14,0,0,0,7,0,0,0,7,0,0,4,0,0,0,0.1728572973004497,0,1,0,0,2,0,3,0,0.5074366331100464,0.51388008498356,0,0,0,5002,5008,5005,8000,8300,8008,7,1,0,8009,862,0,0,9103,0,0,0,8014,173,0,0,8304,11,1,5,8345,3,0,0
112,830,CLASSIC,1678217131633,0,0,0,0,0,0,0,145,0,0,3,0,0,0,2788,0,6,0,0,0,0,0,False,False,False,False,False,True,0,3048,2925,0,0,0,0,6670,1018,2010,2422,1037,0,3340,8,0,1,NONE,179,0,1,225,2035,953,2207,0,0,0,0,0,0,0,0,0,17494,1797,4741,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,SUPPORT,0,19,9,11,0,1,4,1,7,56,False,BOTTOM,0,,19682,2904,0,7079,,68,0,45,0,72,1,0,153,153,130,0,0,1,0,0,4,0,0,3,False,0,39,0,0,0,0,0,0,0,0,209.90590780044414,0.16786368210264802,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,830.1862853,0,220.3491705586238,0,0,0,0,0,0,0,0.16666666666666666,0,0.07692307692307693,0,0,0,0,1,0,0,2,28,,0,0,2,0,0,,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,7,0,0,0,3,0,2,0,1,0,0,1,0,0,0,0.11534564644290668,0,0,0,0,0,0,1,0,5.275179386138916,0.30098114020709504,0,0,0,5002,5008,5005,8000,8300,8008,0,0,0,8009,175,0,0,9103,0,0,0,8014,74,0,0,8304,11,1,5,8345,3,0,0
113,3103,CLASSIC,1678136268378,0,0,15,0,0,0,0,18,0,0,3,4411,22512,4411,17329,0,12,0,0,0,2,0,False,False,False,False,False,False,6,16833,14250,0,2,4,3,6672,3006,3046,3031,3036,1018,3340,22,1,8,BOTTOM,690,3,1,536,23123,2107,22980,0,0,0,1,0,0,0,0,0,170681,38164,18310,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,CARRY,0,60,37,48,8,6,4,6,7,56,False,BOTTOM,8,,207437,44546,0,44411,,15118,737,190,11,519,2,0,13632,4274,3119,1,1,10,0,0,45,0,9,18,False,0,153,0,0,1,0,450,0,0,0,861.2191475755654,0.15155751043344318,0,12,3,0,2,0,737.627197265625,0,0,11,0,0,0,0,0,,1,7,3103.5132086,0,325.4438405525979,0,0,0,0,0,0,0,1.9166666666666667,7,0.48936170212765956,0,4,0,0,1,0,0,0,60,0,0,0,3,0,1,,0,0,0,0,0,6672,0,0,0,0,0,17,1,0,0,0,0,0,0,0,20,0,0,0,0,18,0,3,0,23,0,0,3,0,0,1,0.13162613617168278,0,0,0,0,3,0,9,0,0.8096506595611572,0.8786477056309816,9,0,0,5002,5008,5005,8000,8100,8008,64,8,0,9111,1379,460,0,9103,28,50,0,8014,1019,0,0,8139,1582,0,0,8135,320,4,0
114,1540,CLASSIC,1678128672286,0,0,4,0,0,0,0,18,0,0,3,964,2088,964,6405,0,7,0,0,0,1,0,False,False,False,False,False,False,0,5708,5550,0,0,0,1,6672,3006,1018,1042,0,0,3340,15,0,0,BOTTOM,276,0,0,504,8971,711,1436,0,0,0,1,0,0,0,0,0,37507,5950,14099,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,CARRY,0,21,14,18,3,2,4,1,7,55,False,BOTTOM,2,,52819,7130,0,15910,,929,149,79,6,182,2,0,6340,468,374,0,0,8,0,0,11,0,0,9,False,0,56,0,0,0,0,0,0,0,0,277.7697259932304,0.15634086761477417,0,7,0,0,0,0,149.60000610351562,0,0,4,0,0,0,0,0,,0,1,1540.2660804,0,222.3813974716287,0,1,0,0,0,0,0,0.5714285714285714,0,0.3076923076923077,0,0,0,0,0,0,1,0,39,0,0,0,9,0,1,,0,0,0,0,0,6672,0,0,0,0,0,4,1,0,0,0,0,0,0,0,7,0,0,0,0,9,0,2,0,4,0,0,0,0,0,0,0.1238269877741931,0,0,0,0,1,0,3,0,4.600369453430176,0.4429838162393257,2,0,0,5002,5008,5005,8000,8100,8008,8,0,0,9111,250,80,0,9103,0,0,0,8014,82,0,0,8139,363,0,0,8135,210,3,0
115,919,CLASSIC,1678127106064,0,0,0,0,0,0,0,145,0,0,3,0,0,0,3579,0,3,0,0,0,0,0,False,False,False,False,False,True,0,4461,4350,0,0,0,0,6672,3006,0,0,0,0,3340,9,0,2,NONE,182,0,1,749,3360,1619,2966,0,0,0,0,0,0,0,0,0,21889,2416,3885,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,SUPPORT,0,22,13,22,2,2,4,2,7,55,False,BOTTOM,0,,25328,4036,0,7459,,521,178,59,0,69,2,0,78,0,607,0,0,1,0,0,5,0,1,2,False,0,59,0,0,0,0,450,0,0,0,263.45410653681085,0.17589495654261217,0,3,2,0,0,0,178,0,0,0,0,0,0,0,0,,0,0,919.2222476999999,0,291.2077777039534,0,0,0,0,0,0,0,0.6666666666666666,0,0.25,0,0,0,0,1,0,0,3,47,0,0,0,0,0,1,,0,0,0,0,0,,0,0,0,0,0,2,1,0,0,0,0,0,0,0,17,9,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0.15934413194691327,0,2,0,0,0,0,2,0,-0.26434653997421265,0.34950533423480484,1,1,0,5002,5008,5005,8000,8300,8008,8,1,0,8009,280,0,0,9103,0,0,0,8014,95,0,0,8304,12,0,0,8345,3,0,0
116,1271,CLASSIC,1678114376279,0,0,4,0,0,0,2,145,0,0,3,885,885,885,3817,0,3,0,0,0,0,0,False,False,False,False,False,True,0,6180,6100,0,0,0,0,6672,3006,3086,1036,1036,0,3340,14,1,2,BOTTOM,411,2,1,621,5541,2115,8435,0,0,0,0,0,0,0,0,0,40100,2202,3172,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,CARRY,0,32,18,12,0,2,4,2,7,55,False,BOTTOM,0,,51330,4396,0,11608,,1250,0,95,29,51,1,0,5688,78,0,0,0,2,0,0,6,0,0,4,False,0,62,0,0,0,0,0,0,0,0,207.36633576570318,0.16478852127478344,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1272.0141818,0,291.53094316595536,0,0,0,0,0,0,0,2,0,0.3,0,0,0,0,0,0,0,3,29,0,0,0,3,0,0,,0,0,0,0,0,6672,0,1,0,0,0,6,1,0,0,0,0,0,0,0,73,10,0,0,0,4,0,0,0,6,0,0,4,0,0,0,0.08706165066362898,0,0,0,0,0,0,3,0,-0.29876577854156494,0.32640230443556006,0,0,0,5002,5008,5005,8000,8300,8008,0,0,0,8009,494,0,0,9103,0,0,0,8014,137,0,0,8304,10,3,0,8345,3,0,0
117,1353,CLASSIC,1678112711696,0,0,5,0,0,0,44,145,0,0,3,8153,15107,8153,7659,0,0,0,11,1,0,0,False,True,False,True,False,False,0,17498,13900,0,0,1,0,6672,3006,3046,6675,3072,1036,3340,13,1,44,MIDDLE,526,44,5,0,18928,12938,2325,0,8,0,0,1,0,0,0,1,133580,49063,6621,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,2,DUO,0,86,32,52,4,3,4,2,12,55,False,BOTTOM,0,,162934,68492,0,8946,,3857,0,126,8,0,1,3,10425,6490,0,4,4,0,0,0,7,0,0,4,True,0,174,0,0,0,0,0,0,0,0,3032.268509048472,0.2380145955529002,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,3,0,1355.2780246,0,774.6898984969347,0,0,0,1,0,0,1,49,0,0.7424242424242424,0,12,0,0,5,0,0,5,41,1,1,0,0,0,0,,0,0,0,17,1,6672,0,27,0,0,0,15,,0,0,0,1,0,0,1,0,25,0,0,32,4,0,2,1,49,2,0,14,0,2,0,0.6400071716390439,0,0,0,0,5,0,6,0,6.253564834594727,0.3211251729726332,0,0,0,5002,5008,5005,8000,8300,8008,188,16,0,8009,4872,0,0,9103,14,0,0,8014,2185,0,0,8304,9,0,0,8345,3,0,0
118,1298,CLASSIC,1678048383971,0,0,5,0,0,0,36,145,0,0,3,16168,22967,16168,7590,0,0,0,8,1,0,0,False,True,False,False,False,False,0,18971,15000,0,3,3,0,6672,3006,3046,6675,3072,3035,3340,16,1,36,TOP,544,36,4,0,15466,9684,2645,0,4,0,0,1,0,0,0,0,140375,32195,6379,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,1,SOLO,0,77,29,53,5,2,4,1,12,55,False,BOTTOM,0,,162026,45280,0,9024,,1982,0,146,4,0,1,4,6183,3401,0,7,7,0,0,0,7,0,0,5,True,0,164,0,0,0,0,0,0,0,0,2090.5773497906657,0.1652437155001707,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,2,0,1299.5582074,0,875.902745318232,0,0,0,0,0,0,1,41,0,0.7321428571428571,0,11,0,0,0,0,0,4,45,1,1,0,0,2,0,,0,0,0,13,0,6672,0,20,0,0,0,22,,0,0,0,0,0,0,0,2,24,0,0,14,5,0,0,1,41,0,0,20,0,0,0,0.5138809236226481,0,0,0,0,5,0,6,0,6.777594566345215,0.3590879356718785,0,0,0,5002,5008,5005,8000,8300,8008,111,9,0,8009,4480,0,0,9103,12,0,0,8014,1686,0,0,8304,8,1,5,8345,3,0,0
119,1849,CLASSIC,1678045425420,0,0,12,0,0,0,0,145,0,0,3,1003,1003,1003,6752,0,5,0,1,0,1,0,False,False,False,False,False,True,0,11549,11250,0,0,0,0,6672,3006,3046,6675,1053,0,3340,21,1,10,MIDDLE,456,9,2,1329,8528,5715,5211,0,0,0,0,0,0,0,0,0,84854,14063,12159,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,DUO,0,60,27,31,0,3,4,4,7,55,False,BOTTOM,0,,105720,21370,0,20330,,2467,411,140,3,163,3,0,12337,1591,2959,0,0,3,0,0,20,0,3,9,False,0,118,0,0,0,0,700,0,0,0,693.3079149934406,0.14195621953084014,0,5,0,0,0,0,411.9998779296875,0,0,0,0,0,0,0,0,,1,0,1849.4298813999999,0,374.692898150283,0,0,0,0,0,0,0,4.4,6,0.5945945945945946,0,5,0,0,2,0,0,3,35,0,1,0,12,0,2,,0,0,0,1,0,6672,0,1,0,0,0,16,1,0,0,0,0,0,0,0,5,18,0,0,1,9,0,12,0,22,1,0,7,0,0,0,0.2371898922032424,0,2,0,0,2,5,5,0,0.4992105960845947,0.6615412313807715,3,1,0,5002,5008,5005,8000,8300,8008,51,4,0,8009,2181,0,0,9103,18,40,0,8014,638,0,0,8304,8,1,5,8345,3,0,0
120,1989,CLASSIC,1678043058305,0,0,9,0,0,0,1,145,0,0,3,7652,14739,7652,10634,0,5,0,0,1,4,0,True,False,False,False,False,True,2,12466,11250,0,0,0,0,6672,3046,3006,6675,1053,0,3340,16,1,8,MIDDLE,491,4,1,541,13306,4787,7035,0,4,0,0,0,0,0,0,0,114364,7317,9272,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,DUO,0,54,21,25,1,2,4,4,7,55,False,BOTTOM,0,,136260,12823,0,16414,,4612,485,194,0,164,3,0,8589,718,106,2,2,1,0,0,19,0,1,11,True,0,101,0,0,0,0,0,0,0,0,386.7041124089129,0.13299012663603652,0,5,1,0,1,0,485.1999816894531,0,0,0,0,0,1,0,0,,1,1,1989.7087967999998,0,375.9159838096314,0,0,0,0,0,0,0,3.4,3,0.425,0,2,0,0,0,0,0,1,44,1,0,0,63,2,3,,0,0,0,0,0,6672,0,0,0,0,0,12,1,0,0,0,0,0,0,0,12,14,0,0,0,11,0,0,0,17,0,1,2,0,0,0,0.12487967810484649,0,2,0,0,0,0,8,0,1.8794732093811035,0.6008997605446891,1,0,0,5002,5008,5005,8000,8300,8008,0,0,0,8009,1292,0,0,9103,25,40,0,8014,397,0,0,8304,10,3,0,8345,3,0,0
121,2315,CLASSIC,1678010856537,0,0,5,0,1,0,0,21,0,0,3,2268,20191,2268,17901,0,12,0,1,0,0,0,False,False,False,False,False,False,0,14952,12925,0,0,0,2,6672,3006,3031,3072,3134,1037,3340,22,1,9,BOTTOM,793,3,2,551,6584,1401,14021,0,4,0,1,0,0,0,0,0,147191,26177,15196,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,CARRY,0,38,67,42,7,4,4,1,7,55,False,BOTTOM,10,,171842,29743,0,31521,,6184,276,169,247,378,2,0,18066,2164,2303,1,1,10,0,0,11,0,0,7,False,0,154,0,0,1,0,1675,0,0,0,770.6732462249201,0.1388990632301933,0,12,1,0,0,0,276,0,0,0,0,0,0,0,0,,0,2,2315.6138472,0,387.4306362343427,0,0,0,0,0,0,0,1.1666666666666667,2,0.34146341463414637,0,0,0,0,2,0,0,0,37,0,0,0,0,0,1,,0,0,0,1,0,6672,0,0,0,0,0,13,1,0,0,0,0,0,0,0,10,74,0,0,0,7,0,0,0,14,0,0,2,0,0,1,0.2027145558605632,0,2,0,0,1,5,7,0,-0.49991732835769653,0.28948113253986557,0,0,0,5002,5008,5005,8000,8300,8005,972,514,458,8009,2429,0,0,9103,27,40,0,8014,630,0,0,8304,10,3,0,8345,3,0,0
122,1860,CLASSIC,1678008647206,0,0,12,0,0,0,3,21,0,0,3,4752,8125,4752,9428,0,7,0,0,0,1,0,False,False,False,False,False,False,0,10685,8850,0,0,2,0,6672,3006,3072,1038,0,0,3340,17,1,6,BOTTOM,662,3,1,424,3647,1384,7461,0,0,1,0,1,0,0,0,0,82572,12940,9846,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,CARRY,0,29,67,40,5,2,4,3,7,55,False,BOTTOM,8,,94377,14890,0,18158,,4516,206,102,115,155,2,0,8157,565,851,4,6,1,0,0,6,0,0,5,True,0,141,0,0,1,0,0,0,0,0,480.12245503320287,0.15062962259647908,0,7,0,0,0,0,206,0,0,0,0,0,0,0,0,,1,0,1860.8909821,0,344.534651383891,0,0,0,0,0,0,0,2.5714285714285716,2,0.375,0,1,0,0,0,0,0,0,29,0,0,0,4,3,1,,0,0,0,0,0,6672,0,0,0,1,0,13,1,0,0,0,0,0,0,0,5,35,0,0,0,5,0,0,0,18,0,0,5,0,0,1,0.12919942390828734,0,4,0,0,0,5,4,0,-0.5211881399154663,0.21923991807187707,0,0,0,5002,5008,5005,8000,8300,8005,601,400,201,8009,2384,0,0,9103,23,10,0,8014,332,0,0,8304,10,3,0,8345,3,0,0
123,2607,CLASSIC,1677965373700,0,0,1,0,0,0,0,145,0,0,3,1438,1438,1438,8220,0,5,0,0,0,0,0,False,False,False,False,False,True,0,11154,8800,0,0,0,0,6672,3006,6675,3086,0,0,3340,18,0,1,BOTTOM,399,0,1,611,9712,3601,7718,0,0,0,0,0,0,0,0,0,99102,3537,10980,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,CARRY,0,69,32,20,2,2,4,3,7,55,False,BOTTOM,0,,112212,7373,0,18750,,3081,408,161,0,157,3,0,3397,234,51,0,1,3,0,0,15,0,0,9,True,0,123,0,0,0,0,0,0,0,0,169.63623177793542,0.10855496037679899,0,5,3,0,1,0,408.0057373046875,0,0,0,0,0,0,0,0,,1,0,2608.0053337,0,256.6119041997073,0,0,0,0,0,0,0,0.4,0,0.046511627906976744,0,0,0,0,0,0,0,3,51,0,0,0,14,4,1,,0,0,0,0,0,6672,0,0,0,0,0,2,1,0,0,0,0,0,0,0,21,19,0,0,0,9,0,0,0,2,0,0,0,0,0,2,0.05001724337581263,0,2,0,0,2,5,7,0,8.808852195739746,0.3587016422533221,0,0,0,5002,5008,5005,8000,8300,8005,167,132,34,8009,540,0,0,9103,0,0,0,8014,75,0,0,8304,12,0,0,8345,3,0,0
124,1526,CLASSIC,1677954089244,0,0,14,1,0,0,0,21,0,0,4,11312,14298,11312,6482,0,6,0,2,0,1,0,False,False,False,False,False,False,1,10908,9325,0,0,0,0,6672,3006,3072,3134,1018,0,3340,18,1,9,BOTTOM,408,3,2,466,2695,753,6852,0,0,0,0,0,0,0,0,0,66248,7659,6838,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,SOLO,0,24,55,27,3,2,4,1,7,55,False,BOTTOM,6,,75771,8931,0,13955,,1542,220,104,101,157,2,0,6826,518,264,4,5,2,0,0,9,1,1,6,True,0,109,0,0,0,0,0,0,0,0,350.9983023689036,0.1625609600144803,0,6,0,0,1,0,220,0,0,0,0,0,0,0,0,,0,0,1526.8348085,0,428.65301479010657,0,0,0,0,0,0,0,3.8333333333333335,2,0.5476190476190477,0,2,0,0,1,0,0,0,34,0,0,0,0,0,1,,0,0,0,2,0,6672,0,0,0,0,0,20,1,0,0,0,0,0,0,0,6,5,0,0,0,6,0,0,0,23,0,0,11,0,0,0,0.11904969977209763,0,2,0,0,2,0,3,0,-0.3400506377220154,0.3722185074571326,1,1,0,5002,5008,5005,8000,8300,8005,365,299,65,8009,1885,0,0,9103,16,40,0,8014,287,0,0,8304,8,1,5,8345,3,0,0
125,1379,CLASSIC,1677936275316,0,0,4,0,0,0,2,145,0,0,3,4907,4907,4907,5730,0,5,0,0,0,0,0,False,False,False,False,False,False,0,7202,6125,0,1,1,0,6672,3134,2422,1037,1018,0,3340,15,1,4,BOTTOM,370,2,1,393,4319,2277,4044,0,0,1,0,1,0,0,0,0,47334,7273,9141,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,SUPPORT,0,37,19,22,3,2,4,2,7,55,False,UTILITY,0,,53448,9887,0,13186,,985,203,66,0,106,2,0,1794,336,0,3,3,1,0,0,7,0,0,5,True,0,81,0,0,0,0,0,0,0,0,430.08118120848036,0.19341013995151848,0,5,0,0,0,0,203.52001953125,0,0,0,0,0,0,0,0,,0,0,1379.4129497,0,313.29708393812683,0,0,0,0,0,0,0,1.6,1,0.21052631578947367,0,1,0,0,0,0,0,3,11,0,0,0,0,0,0,,0,0,0,0,0,6672,0,0,0,0,0,7,,0,0,0,0,0,0,0,6,11,0,0,1,5,0,0,0,8,0,0,4,0,1,0,0.12565493764650335,0,0,0,0,2,0,2,0,6.585568904876709,0.32994770303670623,0,0,0,5002,5008,5005,8000,8300,8005,450,336,113,8009,1076,0,0,9103,0,0,0,8014,251,0,0,8304,10,3,0,8345,3,0,0
126,1871,CLASSIC,1677926797151,0,0,8,0,0,0,2,21,0,0,3,8130,9107,8130,12089,0,7,0,4,0,1,0,True,False,False,False,False,False,0,14572,12725,0,1,2,0,6672,3006,3072,6676,1037,1038,3340,21,3,17,MIDDLE,776,6,3,452,3587,866,2230,0,0,0,0,1,0,0,0,0,87323,20039,16373,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,DUO,0,43,67,36,5,4,4,3,7,54,False,BOTTOM,9,,103178,23027,0,18756,,4522,355,126,165,210,2,1,12267,2121,152,5,5,2,0,0,11,0,0,7,True,0,151,0,0,0,0,300,0,0,0,738.3541505022151,0.13507206271664804,0,7,3,0,0,0,355.99993896484375,0,0,0,0,0,0,0,0,,0,3,1871.2690338,0,467.26196809173103,0,0,0,0,0,0,0,3.5714285714285716,6,0.4716981132075472,0,8,0,0,0,0,0,0,27,0,0,0,3,0,2,,0,0,0,5,0,6672,0,2,0,0,0,19,1,0,0,0,0,0,0,0,22,49,0,0,0,7,0,0,0,25,0,0,7,1,0,0,0.18081699701018755,0,0,0,0,3,0,5,0,-0.01032799482345581,0.3605518552398923,0,0,0,5002,5008,5005,8000,8300,8005,1056,620,435,8009,2629,0,0,9103,20,30,0,8014,643,0,0,8304,9,0,0,8345,3,0,0
127,110,CLASSIC,1677926397290,0,0,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,0,501,500,0,0,0,0,1036,2003,0,0,0,0,3340,4,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,135,0,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,SUPPORT,0,1,0,0,0,0,4,0,7,54,True,BOTTOM,0,,135,135,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,0,73.59895607103802,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,110.5544305,0,271.91311288804764,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19483831602710863,0,0,0,0,0,0,0,0,,0,0,0,0,5002,5008,5005,8000,8300,8005,0,0,0,8009,4,0,0,9103,0,0,0,8014,0,0,0,8304,0,0,0,8345,0,0,0
