,gameDuration,gameMode,gameStartTimestamp,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,puuid,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,teamPosition,timeCCingOthers,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardTimeCoverageInRiverOrEnemyHalf,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earliestDragonTakedown,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,fasterSupportQuestCompletion,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,highestWardKills,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,shortestTimeToAceFromFirstTakedown,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,threeWardsOneSweeperCount,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,defense,flex,offense,primaryStyle,secondaryStyle,primaryPerk0,primaryVar10,primaryVar20,primaryVar30,primaryPerk1,primaryVar11,primaryVar21,primaryVar31,primaryPerk2,primaryVar12,primaryVar22,primaryVar32,primaryPerk3,primaryVar13,primaryVar23,primaryVar33,secondaryPerk0,secondaryVar10,secondaryVar20,secondaryVar30,secondaryPerk1,secondaryVar11,secondaryVar21,secondaryVar31
611,1422,CLASSIC,1654099466616,,,10,,0,,0,36,0,,3,13984,13984,13984,34198,,4,2,0,0,,,True,False,False,False,False,False,,12383,9280,,1,1,0,3068,1054,3065,3047,1011,3076,3340,25,1,8,TOP,1,5,1,698,49274,12449,8231,,4,1,0,1,0,0,,0,66582,9414,23286,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SOLO,0,85,23,61,7,3,12,3,4,99,False,TOP,10,,129358,21923,0,32568,,6051,0,155,148,144,1,0,13502,60,1050,5,5,1,0,,19,2,1,7,True,0,176,0,0,0,0,0,0,0,0.4176394777082356,2,924.4306114658624,0.3540466200574588,0,3,37,0,0,,1,0,0,0,0,0,0,0,0,0,,1,3,1422.9686522,0,522.1343968172133,0,,0,0,0,0,0,1,4.5,0,0.4090909090909091,0,3,0,0,0,0,0,15,54,1,0,0,67,0,3,,-97.00000005960464,0,0,0,0,3068,1,3,0,1,0,7,,0,0,0,0,0,0,1,31.003203400000075,46,37,0,0,8,5,0,0,0,18,0,3,8,1,0,0,0.25972099060990916,0,0,0,0,5,0,0,0,0.9242124557495117,0.8264434434130318,1,1,0,5001,5002,5005,8400,8300,8437,1769,1331,0,8446,5062,0,0,8444,1918,0,0,8451,221,0,0,8304,8,1,5,8410,61,0,0
612,2210,CLASSIC,1654096771645,,,5,,0,,0,83,0,,5,11841,11841,11841,53328,,13,2,1,0,,,False,False,False,False,False,False,,14663,14800,,1,1,1,3044,3075,6632,3181,3065,3047,3340,26,1,8,TOP,17,2,2,281,25091,11755,22997,,0,0,0,0,0,0,,0,128039,20031,28994,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SOLO,0,168,29,69,10,4,12,5,4,99,False,TOP,12,,155319,31786,0,55237,,9486,0,177,134,432,1,0,2189,0,3244,5,5,5,0,,29,2,2,13,True,0,276,0,0,0,0,150,0,0,0.03168302859596827,2,862.5173859203054,0.3029270181233492,0,13,9,0,0,,0,0,0,0,17,0,0,0,0,0,,0,0,2211.216160909621,0,397.88212227262665,0,,1,0,0,0,0,0,1,0,0.3333333333333333,0,3,0,0,0,0,0,3,50,0,0,1,13,7,1,,-95.00000005960464,0,1,1,0,6632,0,1,0,0,0,6,,0,0,0,0,0,0,0,48.15339710972421,11,12,0,0,3,11,0,0,0,13,0,0,1,0,0,1,0.19907811529811892,0,1,0,0,2,10,0,0,0.7987589836120605,0.7940339043014206,2,1,1,5002,5008,5005,8400,8300,8437,1641,1406,0,8446,3300,0,0,8473,1246,0,0,8451,286,0,0,8345,3,0,0,8410,68,0,0
613,1734,CLASSIC,1654094466227,,,19,,0,,0,32,0,,5,329,835,329,28300,,11,2,1,0,,,False,False,False,False,False,False,,9810,9725,,0,0,0,3190,3860,3121,3075,3047,2055,3364,24,2,5,BOTTOM,1,2,2,405,21266,11476,4506,,0,0,0,0,0,0,,0,6603,1934,19923,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,45,43,48,8,6,14,4,4,98,False,UTILITY,55,,38397,16912,589,25808,,885,922,46,99,312,5,0,10527,3501,1378,0,1,1,0,,61,3,7,17,True,0,144,0,0,0,0,300,0,1,0.6676610903180312,2,584.8796790695977,0.19554849307757585,0,11,23,0,1,694.2969999270111,0,1512.34912109375,0,0,62,0,0,0,0,0,1,0,1,1734.9614086254664,0,339.2644806528178,0,1,13,0,0,0,0,0,2.1818181818181817,2,0.6666666666666666,0,0,0,0,0,0,0,7,18,1,0,0,10,1,1,,-108.00000005960464,0,0,1,0,3190,0,0,0,0,0,21,,0,0,0,0,0,0,0,,15,34,0,0,0,15,0,14,0,24,1,0,9,0,0,0,0.1701671279695459,0,1,1,0,0,10,0,0,1.312208890914917,2.12857216979492,8,5,0,5002,5008,5008,8400,8100,8439,1228,1075,0,8463,1845,0,0,8473,229,0,0,8242,165,0,0,8126,854,0,0,8106,4,0,0
614,1238,CLASSIC,1654021793009,,,9,,0,,0,32,0,,4,995,995,995,7053,,4,2,0,0,,,False,False,False,False,False,True,,6737,6550,,0,0,0,3859,3111,3068,3070,3067,1028,3364,13,2,5,BOTTOM,0,2,1,454,13681,6464,1618,,0,0,0,0,0,0,,0,4607,1677,7017,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,33,36,27,4,6,14,3,4,98,False,UTILITY,33,,24507,9304,0,9244,,397,150,30,62,85,4,0,6218,1162,608,0,1,1,0,,27,2,2,10,True,0,100,0,0,0,0,0,0,0,0.34603651253931905,2,450.66851652646056,0.1612844496238142,0,4,73,0,0,,0,150.35739135742188,0,0,34,0,0,0,0,0,,0,0,1238.6984709879848,0,326.3632621631341,0,,11,0,0,0,0,0,3.5,2,0.5185185185185185,0,0,0,0,0,0,0,8,15,0,0,0,21,1,2,,-88.00000005960464,0,0,0,0,,0,0,0,0,0,10,,0,0,0,0,0,0,0,,18,23,0,0,1,8,0,0,0,14,0,0,10,0,0,0,0.18750383587454825,0,1,0,0,2,0,0,0,2.636744737625122,1.3176422234289937,2,2,0,5002,5008,5008,8400,8100,8439,487,431,0,8463,234,0,0,8473,567,0,0,8242,61,0,0,8126,391,0,0,8106,4,0,0
615,1328,CLASSIC,1654019853579,,,16,,0,,0,412,0,,4,1772,2014,1772,13552,,8,2,0,0,,,False,False,False,False,False,False,,6541,6350,,0,1,0,3190,3859,3076,1011,3047,1028,3364,24,0,2,BOTTOM,0,0,1,454,9089,4203,3622,,0,0,0,0,0,0,,0,3227,851,10633,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,21,15,20,5,5,14,4,4,98,False,UTILITY,32,,15878,5775,551,15803,,189,0,27,148,166,1,0,3561,720,1547,1,2,1,0,,28,2,3,9,True,0,61,0,0,0,0,0,0,0,0.512897585108456,2,260.8501463403845,0.212949277212306,0,8,13,0,0,,0,551.109619140625,0,0,41,0,0,0,0,0,,0,0,1328.3705574185042,0,295.4596885485048,0,1,4,0,0,0,0,0,2.25,0,0.4864864864864865,0,0,0,0,0,0,4,3,15,0,0,0,13,1,1,,-96.00000005960464,0,1,0,0,3190,0,0,0,0,0,13,,0,0,0,0,0,0,0,,6,11,0,0,0,7,0,4,1,18,0,0,9,0,0,0,0.07968110803223623,0,2,0,0,0,10,0,0,1.1349852085113525,1.294054112821731,3,3,0,5002,5008,5008,8300,8400,8351,52,62,0,8306,0,0,0,8345,3,0,0,8347,0,0,0,8473,451,0,0,8242,97,0,0
616,729,ARAM,1654016278059,,,3,,0,,1,31,0,,0,0,0,0,10935,,5,0,2,0,,,False,False,False,False,False,True,,8712,6550,,0,0,1,6662,3801,1011,3067,3111,0,0,14,2,7,NONE,0,2,2,111,11039,3578,6693,,0,0,0,0,0,0,,0,3126,856,5682,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,19,12,17,4,14,32,2,4,98,False,,38,,15683,5951,0,13144,,1845,0,22,264,78,1,0,1517,1517,768,0,0,2,0,,0,0,0,0,False,0,52,0,0,0,0,1050,0,0,,0,489.1773767277335,0.16871450313485517,0,5,177,0,0,,0,0,0,0,13,0,0,0,0,0,,0,3,730.0012723618449,0,716.0535464668336,0,,3,0,0,0,0,0,2,3,0.7142857142857143,0,2,0,1,3,0,0,0,22,,0,0,12,0,1,,-25,0,0,2,0,6662,0,4,0,0,0,7,,0,0,0,0,0,0,0,,167,0,7,0,2,0,0,0,0,10,0,0,10,0,0,0,0.19145064958012187,0,0,0,0,0,0,0,0,-1,0,0,0,0,5002,5008,5005,8400,8000,8437,401,275,0,8446,0,0,0,8429,34,14,14,8451,155,0,0,8009,880,0,0,9105,8,20,0
617,995,CLASSIC,1654015097176,,,10,,0,,0,201,0,,4,907,2992,907,9030,,2,2,1,0,,,True,False,True,False,False,True,,5648,4850,,0,0,0,3190,3860,3111,1029,0,1029,3364,14,1,3,NONE,0,3,2,674,7324,3299,1659,,0,0,0,0,0,0,,0,7165,978,5881,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,39,15,6,3,4,14,1,4,98,False,UTILITY,20,,21994,5145,498,7632,,465,333,29,101,48,3,0,7504,868,92,0,1,0,0,,17,2,1,9,True,0,63,0,0,0,0,0,0,1,0.1378998384416692,2,310.008891080143,0.1771503181432001,0,2,34,0,2,409.6169562,0,831.7728881835938,0,0,11,0,0,0,0,0,,0,0,995.9193633,0,340.32331589081474,0,1,6,0,0,0,0,0,6.5,4,0.65,0,0,0,0,1,0,0,8,17,0,0,0,2,0,0,,-83.00000005960464,0,0,1,0,3190,0,1,0,0,0,10,,0,0,0,0,0,0,0,,22,23,0,0,1,7,0,1,0,13,0,1,11,1,0,0,0.1335059088624912,0,1,0,0,3,0,0,0,4.2531328201293945,1.046518807474407,1,1,1,5002,5002,5005,8400,8300,8465,943,0,0,8463,474,0,0,8473,350,0,0,8242,60,0,0,8345,3,0,0,8347,0,0,0
618,2124,CLASSIC,1654012329161,,,20,,0,,0,34,0,,4,333,3007,333,19550,,7,2,0,0,,,False,True,False,False,False,False,,11375,10500,,0,0,0,6656,3157,3853,3020,3165,1026,3364,24,0,4,BOTTOM,0,0,1,532,64706,15738,12682,,11,0,0,0,0,0,,0,4145,742,13488,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,102,19,63,57,6,14,5,4,98,False,UTILITY,43,,71501,19131,0,27757,,2796,0,54,575,198,1,0,2650,2650,1587,0,1,4,0,,73,2,7,28,True,0,241,0,4.000000029802322,1,0,0,0,1,0.40484437672943685,2,540.2834008554493,0.19527372128832576,0,7,28,0,0,,0,0,0,0,45,3.600000023841858,0,0,0,0,,2,0,2124.5770444178593,0,321.25028290019617,0,1,6,0,0,0,0,0,3.4285714285714284,1,0.6486486486486487,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,,-107.00000005960464,0,0,0,0,6656,0,1,0,1,0,16,,0,0,0,0,0,0,1,35.31129376048489,20,20,0,0,0,26,0,10,0,24,0,0,6,1,0,1,0.1768983230272258,0,0,0,0,0,0,0,0,0.7864437103271484,2.0708675752485504,7,5,0,5002,5008,5008,8100,8000,8112,1085,0,0,8126,851,0,0,8138,30,0,0,8105,13,5,0,8009,5457,0,0,8014,427,0,0
619,893,ARAM,1654011126909,,,6,,0,,0,54,0,,3,0,0,0,16576,,12,0,1,0,,,False,False,False,False,False,False,,11412,10335,,0,0,2,6655,3020,4645,1052,1058,1058,0,18,1,10,NONE,0,3,2,152,33489,15651,10618,,0,0,1,0,0,0,,0,10621,2257,9326,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,36,23,24,6,17,32,3,4,98,False,,25,,44936,18443,0,20156,,185,0,27,207,238,1,0,825,535,211,0,0,4,0,,0,0,0,0,False,0,89,0,0,0,0,1800,0,0,,0,1237.6583919706118,0.2520182554057855,0,12,96,0,0,,0,0,0,0,13,0,0,0,0,0,,0,0,894.1237208439474,0,765.8515692226146,0,,10,0,0,0,0,0,1.3333333333333333,7,0.6153846153846154,0,0,0,0,4,0,0,0,7,0,0,0,0,0,2,,-24,0,0,1,0,6655,0,6,0,0,0,7,,0,0,0,0,0,0,0,,137,8,7,0,1,0,0,1,0,16,0,0,16,0,0,0,0.26563547708774793,0,0,0,0,0,0,0,0,-1,0,0,0,0,5002,5008,5008,8100,8200,8128,1003,15,0,8143,557,0,0,8138,30,0,0,8106,5,0,0,8210,18,0,0,8236,24,0,0
620,1161,CLASSIC,1653854800797,,,9,,0,,0,161,0,,4,710,710,710,3913,,7,2,0,0,,,False,False,False,False,False,True,,6170,6000,,0,0,0,3853,6655,3020,3145,0,0,3364,15,0,3,NONE,0,0,1,380,21683,9338,8772,,0,0,0,0,0,0,,0,2258,436,2522,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,62,31,15,4,3,14,3,4,98,False,UTILITY,18,,27197,11405,0,11335,,0,0,14,86,151,0,0,3255,1631,40,0,0,3,0,,26,2,3,10,False,0,112,0,0,0,0,0,0,1,0.2973165907523988,2,588.9439608367696,0.1685123833970232,0,7,31,0,0,,0,0,0,0,11,0,0,0,0,0,1,0,0,1161.961942487203,0,318.6386093743149,0,1,3,0,0,0,0,0,1.7142857142857142,2,0.6666666666666666,0,1,0,0,0,0,4,26,5,0,0,0,0,0,0,,-101.00000002980232,0,0,0,0,,0,1,0,0,0,10,,0,0,0,0,0,0,0,,99,69,0,0,1,8,0,0,0,12,0,0,9,0,0,0,0.30637049449657994,0,0,0,0,1,0,0,0,3.204631805419922,1.372013577775368,3,3,0,5002,5008,5008,8200,8300,8229,1213,0,0,8226,250,137,0,8210,0,0,0,8237,439,0,0,8345,3,0,0,8347,0,0,0
621,1289,CLASSIC,1653852706366,,,7,,0,,0,201,0,,7,195,195,195,15416,,7,4,0,0,,,False,False,False,False,False,True,,5657,5600,,0,0,0,3190,3860,3076,3111,0,1028,3364,23,0,1,BOTTOM,0,0,1,250,7292,5286,4949,,0,0,0,0,0,0,,0,6070,1005,9325,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,50,17,17,6,4,14,3,4,98,False,UTILITY,27,,23650,6784,540,15102,,528,290,36,144,117,3,0,10287,492,827,0,0,5,0,,29,5,3,11,False,0,90,0,0,0,0,0,0,1,,4,315.5847205440765,0.21366246113038578,0,7,7,0,0,,0,830.7799682617188,0,0,13,0,0,0,0,0,,0,0,1289.851242,0,263.16618037522113,0,1,6,0,0,0,0,0,1.1428571428571428,1,0.8,0,0,0,0,0,0,0,9,18,0,0,0,16,0,1,,-111.00000008940697,0,0,0,0,,0,0,0,0,0,8,,0,0,0,0,0,3,0,,33,39,0,0,0,7,0,3,0,8,0,0,5,0,0,0,0.21850640033639127,0,0,0,0,1,0,0,0,1.2227561473846436,1.3766669769554611,3,3,1,5002,5002,5005,8400,8300,8465,746,0,0,8463,455,0,0,8473,543,0,0,8242,113,0,0,8345,3,0,0,8347,0,0,0
622,911,CLASSIC,1653851157261,,,5,,0,,0,201,0,,3,236,236,236,9124,,5,1,0,0,,,False,False,False,False,False,True,,3651,3375,,0,0,0,3190,3859,2424,1001,0,0,3364,11,0,1,NONE,0,0,1,362,2885,2354,4355,,0,0,0,0,0,0,,0,2891,342,4909,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,27,8,10,1,2,14,2,4,98,False,UTILITY,9,,10980,2990,503,9731,,233,89,18,50,82,2,0,5203,294,466,0,0,1,0,,8,1,0,4,False,0,46,0,0,0,0,0,0,0,,1,196.7652871457127,0.22008011029322125,0,5,0,0,0,,0,593.353515625,0,0,5,0,0,0,0,0,,0,0,911.9633452383441,0,240.23699541028805,0,,4,0,0,0,0,0,1.2,0,1,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,,-94.00000008940697,0,0,0,0,,0,0,0,0,0,5,,0,0,0,0,0,0,0,,15,17,0,0,0,3,0,0,0,6,0,0,6,0,0,0,0.17845103145203914,0,1,0,0,0,0,0,0,4.411600589752197,0.5920548980796676,0,0,0,5002,5003,5005,8400,8300,8465,606,0,0,8463,128,0,0,8473,376,0,0,8242,79,0,0,8313,0,0,0,8316,146,0,0
623,2021,CLASSIC,1653848535155,,,12,,0,,0,36,0,,3,2459,22354,2459,60362,,12,2,0,3,,,False,False,False,False,False,False,,12458,7400,,1,1,0,6662,2031,3047,3075,1033,0,3340,20,1,6,JUNGLE,0,2,1,423,105250,17560,14404,,142,0,0,1,0,0,,0,69049,7590,33072,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,NONE,0,188,59,94,10,17,11,4,4,97,False,JUNGLE,23,,186996,26535,0,50342,,23940,0,28,1680,249,1,0,12697,1384,2865,2,4,2,0,,23,3,0,8,True,0,351,0,88.50000014901161,0,0,0,1,0,0.0327846207036594,2,787.7071734489867,0.36196745673935843,0,12,116,0,3,438.48802385561106,0,0,0,0,0,14.000000059604645,0,0,0,0,,0,0,2021.2106758738419,,369.8267394036398,0,,0,0,2,40.00000002980232,0,0,1.5,0,0.3333333333333333,0,1,,0,1,2,0,10,0,0,0,0,67.00000017881393,1,3,,-51,0,0,0,0,6662,0,1,0,0,0,15,,0,0,0,0,1,0,5,,186,45,0,0,0,6,0,0,0,18,0,0,2,0,0,0,0.18095222112540962,0,0,0,0,0,0,0,0,2.589062452316284,0.6853577963678217,0,0,0,5002,5008,5005,8000,8300,8021,4242,3455,0,9111,1674,360,0,9105,18,0,0,8299,1126,0,0,8304,11,1,5,8410,99,0,0
624,1781,CLASSIC,1653839103207,,,12,,0,,0,223,0,,9,1286,2928,1286,38788,,4,2,0,0,,,False,False,False,False,False,False,,10525,10245,,0,0,0,3190,3860,3742,3111,3065,0,3364,26,2,11,MIDDLE,0,5,1,568,24773,15879,10455,,0,0,0,0,0,0,,0,9983,3023,12755,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,90,20,20,18,5,14,4,4,97,False,UTILITY,62,,41630,19348,880,23747,,6470,1077,47,266,93,4,0,6872,444,536,2,3,3,0,,59,4,4,18,True,0,148,0,0,0,0,0,0,0,0.7312183213394172,2,651.7352950667826,0.21288418810366827,0,4,142,0,1,1001.5672642381629,0,1958.1005859375,0,0,48,0,0,0,0,0,,0,0,1781.2159289969802,0,354.5362551050208,0,1,10,0,0,0,1,0,5.75,2,0.5609756097560976,0,4,0,0,0,0,6,11,16,0,0,0,0,0,0,,-89.00000005960464,0,0,0,0,3190,0,1,0,0,0,19,,0,0,0,0,0,4,0,,324,60,0,0,3,16,0,0,0,23,0,0,6,0,0,0,0.21335200153233208,0,1,0,0,0,0,0,0,2.4846866130828857,2.0083479337515353,4,2,0,5002,5002,5005,8400,8300,8465,2100,0,0,8463,1707,0,0,8473,911,0,0,8242,196,0,0,8345,3,0,0,8410,117,0,0
625,1588,CLASSIC,1653836886203,,,12,,0,,0,432,0,,5,802,802,802,19824,,4,2,1,0,,,False,False,False,False,False,True,,8713,8050,,0,0,0,3190,3853,3742,3916,1004,3158,3364,25,2,5,BOTTOM,0,2,2,442,10706,6292,5693,,0,0,0,0,0,0,,0,2466,1400,10377,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,42,36,17,10,5,14,4,4,97,False,UTILITY,55,,13829,8348,935,16355,,3044,1183,10,154,119,5,0,656,656,285,0,0,1,0,,35,3,4,19,True,0,105,0,0,0,0,375,0,1,0.0707728280925229,2,315.3448864383533,0.18374154596275,0,4,18,0,0,,0,2118.412109375,0,0,33,0,0,0,0,0,1,0,0,1588.4879207219208,0,329.1112210542701,0,,2,0,0,0,0,0,4.25,0,0.5483870967741935,0,1,0,0,0,0,0,3,1,0,0,0,5,1,2,,-91.00000002980232,0,0,1,0,3190,0,3,0,0,0,15,,0,0,0,0,0,0,0,,32,30,0,0,0,12,0,0,0,17,0,0,7,0,0,0,0.11987279804712915,0,1,0,0,0,5,0,0,0.8436722755432129,1.3538034883538246,4,4,0,5002,5003,5005,8400,8100,8465,1401,0,0,8463,940,0,0,8429,54,16,13,8453,518,250,0,8136,5,10,0,8105,13,5,0
626,1826,CLASSIC,1653484701934,,,16,,0,,0,89,0,,7,814,1822,814,29550,,8,3,0,0,,,True,False,False,False,False,False,,9914,9775,,0,0,0,3190,3860,3065,3111,0,3110,3364,29,1,6,BOTTOM,0,3,1,361,9462,5975,10375,,0,0,0,0,0,0,,0,9322,4965,11639,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,47,27,51,9,9,14,4,4,97,False,UTILITY,65,,25903,12391,0,23805,,1760,653,38,91,221,3,0,7118,1450,1790,0,1,2,0,,50,4,5,18,True,0,134,0,0,1,0,150,0,0,0.2635909525576343,3,407.02989713507816,0.1777431943997152,0,8,139,0,2,796.617136785603,0,653.1797485351562,0,0,75,0,0,0,0,0,1,0,0,1826.5819827868042,0,325.6697833437359,0,1,17,0,0,0,0,0,2.75,0,0.5116279069767442,0,0,0,0,0,0,0,9,18,0,0,0,11,3,2,,-90.00000002980232,0,0,0,0,3190,0,1,0,0,0,19,,0,0,0,0,0,3,0,,216,35,0,0,1,15,0,5,0,22,0,0,10,0,0,1,0.11288584352266787,0,0,0,0,3,0,0,0,1.0053901672363281,1.6735498437126997,5,2,0,5002,5002,5007,8400,8300,8439,990,1227,0,8463,901,0,0,8473,641,0,0,8242,123,0,0,8345,3,0,0,8347,0,0,0
